analysis_set,dataset,dataset_short,subject_index,n_obs,best_AIC,best_BIC,runnerup_delta_BIC,max_BIC_weight,NLL_CostToSample,AIC_CostToSample,BIC_CostToSample,BIC_weight_CostToSample,NLL_CutOff,AIC_CutOff,BIC_CutOff,BIC_weight_CutOff,NLL_BiasedPrior,AIC_BiasedPrior,BIC_BiasedPrior,BIC_weight_BiasedPrior
foods_2,Foods dataset 2,foods_2,1,27,Biased prior,Biased prior,0.10213735805748,0.511645778480552,5.91951924189589,15.8390384837918,18.4307122158004,0.486172679144006,11.3260509712669,26.6521019425338,29.2437756745424,0.00218154237544283,5.86845056286715,15.7369011257343,18.328574857743,0.511645778480552
foods_2,Foods dataset 2,foods_2,2,28,Cost to sample,Cost to sample,1.23644646293756,0.542902749377328,8.34013443657459,20.6802688731492,23.3446778934996,0.542902749377328,9.53399379719636,23.0679875943927,25.7323966147431,0.164526367237595,8.95835766804337,21.9167153360867,24.5811243564371,0.292570883385077
foods_2,Foods dataset 2,foods_2,3,27,Biased prior,Biased prior,0.299961068287224,0.503054500775967,7.5059134530073,19.0118269060146,21.6035006380232,0.432991449861746,9.41846658776186,22.8369331755237,25.4286069075324,0.0639540493622865,7.35593291886368,18.7118658377274,21.303539569736,0.503054500775967
foods_2,Foods dataset 2,foods_2,4,9,Biased prior,Biased prior,0.933848598994608,0.551323025296291,5.02801989517696,14.0560397903539,14.4504889450264,0.345639592044703,6.23832462503951,16.476649250079,16.8710984047515,0.103037382659005,4.56109559567966,13.1221911913593,13.5166403460318,0.551323025296291
foods_2,Foods dataset 2,foods_2,5,26,Cut off,Cut off,0.0868229291030147,0.392310116233318,7.09433516363945,18.1886703272789,20.7048634033219,0.375643732895152,7.05092369908795,18.1018473981759,20.6180404742189,0.392310116233318,7.57604006090017,19.1520801218003,21.6682731978433,0.23204615087153
foods_2,Foods dataset 2,foods_2,6,20,Biased prior,Biased prior,0.804657902232808,0.511229400373705,7.60931133698177,19.2186226739635,21.2100872210715,0.341890141837189,8.45418175611982,20.9083635122396,22.8998280593476,0.146880457789106,7.20698238586536,18.4139647717307,20.4054293188387,0.511229400373705
foods_2,Foods dataset 2,foods_2,7,28,Cost to sample,Cost to sample,0.946641291801285,0.615634579962819,6.57393764393985,17.1478752878797,19.8122843082301,0.615634579962819,13.1381697563648,30.2763395127295,32.9407485330799,0.000867987001852068,7.04725828984049,18.094516579681,20.7589256000314,0.383497433035329
foods_2,Foods dataset 2,foods_2,8,18,Cut off,Cut off,0.140144608960064,0.375490291259686,9.84824726864099,23.696494537282,25.4772380530743,0.27443019496743,9.53471158303778,23.0694231660756,24.8501666818679,0.375490291259686,9.60478388751781,23.2095677750356,24.9903112908279,0.350079513772884
foods_2,Foods dataset 2,foods_2,9,11,Biased prior,Biased prior,0.247309537084256,0.390119598300985,6.94774992960046,17.8954998592009,18.6912904047977,0.344742784184663,7.21029951291532,18.4205990258306,19.2163895714274,0.265137617514352,6.82409516105833,17.6481903221167,18.4439808677134,0.390119598300985
foods_2,Foods dataset 2,foods_2,10,16,Biased prior,Biased prior,1.72627209282171,0.662575998441205,6.1473884851551,16.2947769703102,17.8399544147898,0.279499141070816,7.72124104283219,19.4424820856644,20.9876595301439,0.0579248604879796,5.28425243874424,14.5685048774885,16.1136823219681,0.662575998441205
foods_2,Foods dataset 2,foods_2,11,24,Cost to sample,Cost to sample,0.117630881728886,0.498991369552159,6.2482531451561,16.4965062903122,18.8526139510081,0.498991369552159,9.04248387015448,22.084967740309,24.4410754010049,0.0305192635216301,6.30706858602054,16.6141371720411,18.970244832737,0.470489366926211
foods_2,Foods dataset 2,foods_2,12,31,Cost to sample,Cost to sample,0.242247176501571,0.516916433768493,4.39209614518918,12.7841922903784,15.6521666993487,0.516916433768493,7.41572990831189,18.8314598166238,21.6994342255941,0.0251346522437229,4.51321973343997,13.0264394668799,15.8944138758502,0.457948913987784
foods_2,Foods dataset 2,foods_2,13,14,Biased prior,Biased prior,0.310222359494865,0.48165079720542,7.76499788688752,19.529995773775,20.8081104330056,0.412447194649662,9.12459185641714,22.2491837128343,23.5272983720648,0.105902008144917,7.60988670714009,19.2197734142802,20.4978880735107,0.48165079720542
