Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-l5qr,checkpoint-yh8g,checkpoint-32xf,checkpoint-r79k,checkpoint-vhwm,branch-jtmv,branch-dn75,branch-6kna,Question Key,Response
1,1551789542291,05/03/2019 12:39:02,1551789560579,0,05/03/2019 12:39:20,6235,15,questionnaire-9o89,,2266360,BLIND,618248,Holiday destinations,complete,,5c7e6d92af81d100017cafb9,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1536x864,1536x754,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,BEGIN QUESTIONNAIRE,
2,1551789555436,05/03/2019 12:39:15,1551789573767,0,05/03/2019 12:39:33,6235,15,questionnaire-9o89,,2266360,BLIND,618248,Holiday destinations,complete,,5c7e6d92af81d100017cafb9,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1536x864,1536x754,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-3,31
3,1551789555532,05/03/2019 12:39:15,1551789573769,0,05/03/2019 12:39:33,6235,15,questionnaire-9o89,,2266360,BLIND,618248,Holiday destinations,complete,,5c7e6d92af81d100017cafb9,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1536x864,1536x754,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-4,Male
4,1551789555532,05/03/2019 12:39:15,1551789573770,0,05/03/2019 12:39:33,6235,15,questionnaire-9o89,,2266360,BLIND,618248,Holiday destinations,complete,,5c7e6d92af81d100017cafb9,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1536x864,1536x754,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-4-quantised,1
5,1551789555532,05/03/2019 12:39:15,1551789573770,0,05/03/2019 12:39:33,6235,15,questionnaire-9o89,,2266360,BLIND,618248,Holiday destinations,complete,,5c7e6d92af81d100017cafb9,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1536x864,1536x754,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-5,United Kingdom
6,1551789555532,05/03/2019 12:39:15,1551789573770,0,05/03/2019 12:39:33,6235,15,questionnaire-9o89,,2266360,BLIND,618248,Holiday destinations,complete,,5c7e6d92af81d100017cafb9,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1536x864,1536x754,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-5-quantised,5
7,1551789555532,05/03/2019 12:39:15,1551789573770,0,05/03/2019 12:39:33,6235,15,questionnaire-9o89,,2266360,BLIND,618248,Holiday destinations,complete,,5c7e6d92af81d100017cafb9,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1536x864,1536x754,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-5-text,
8,1551789555532,05/03/2019 12:39:15,1551789573771,0,05/03/2019 12:39:33,6235,15,questionnaire-9o89,,2266360,BLIND,618248,Holiday destinations,complete,,5c7e6d92af81d100017cafb9,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1536x864,1536x754,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,END QUESTIONNAIRE,13192
1,1551789583384,05/03/2019 12:39:43,1551789583278,0,05/03/2019 12:39:43,6235,15,questionnaire-9o89,,2266363,BLIND,618251,Holiday destinations,complete,,5c7e6de44209d4000177f654,computer,Desktop or Laptop,Mac OS 10.14.0,Chrome 72.0.3626.109,1280x800,1278x648,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,BEGIN QUESTIONNAIRE,
2,1551789594462,05/03/2019 12:39:54,1551789594405,0,05/03/2019 12:39:54,6235,15,questionnaire-9o89,,2266363,BLIND,618251,Holiday destinations,complete,,5c7e6de44209d4000177f654,computer,Desktop or Laptop,Mac OS 10.14.0,Chrome 72.0.3626.109,1280x800,1278x648,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-3,22
