model_idx,sub_idx,configured_Cs,configured_BP,estimated_Cs,estimated_BP,configured_mean_samples
22,16,-3.375,70,-6.01099785681515,36.0784820088591,7.57
22,17,-3.375,70,-15.1720343296389,28.4503197629736,7.57
22,18,-3.375,70,-1.4772696639003,75.7969363915586,7.57
22,19,-3.375,70,-18.2902696336894,14.0386776669726,7.57
22,20,-3.375,70,-11.2543156224907,7.09285540749984,7.57
23,1,-1.25,70,-12.6361600297664,-20.7486109827587,7.41
23,2,-1.25,70,-2.58715908551744,57.0500507106894,7.41
23,3,-1.25,70,-32.5568154457158,35.8367949545303,7.41
23,4,-1.25,70,0.196095697403393,65.2726676377523,7.41
23,5,-1.25,70,-2.3374340154313,59.0263860250509,7.41
23,6,-1.25,70,0.651958255976794,56.4140607220841,7.41
23,7,-1.25,70,-5.38137042520459,32.0065252937403,7.41
23,8,-1.25,70,-4.08617464552285,29.4639018852839,7.41
23,9,-1.25,70,-2.81466974569166,61.6387930647339,7.41
23,10,-1.25,70,-5.4724626182204,25.2745934011422,7.41
23,11,-1.25,70,4.05527456008232,95.3934989805697,7.41
23,12,-1.25,70,-8.08671441005744,23.591466621272,7.41
23,13,-1.25,70,5.75795072315411,99.9763626835203,7.41
23,14,-1.25,70,-15.6237270372735,6.53639742059877,7.41
23,15,-1.25,70,-8.81314912814398,-9.45741801484749,7.41
23,16,-1.25,70,-5.39197728288076,18.1675478611127,7.41
23,17,-1.25,70,-15.1720343296389,28.4503197629736,7.41
23,18,-1.25,70,-1.4772696639003,75.7969363915586,7.41
23,19,-1.25,70,-3.1206984295704,41.4035456022483,7.41
23,20,-1.25,70,-11.2543156224907,7.09285540749984,7.41
24,1,0.875,70,-12.6361600297664,-20.7486109827587,7.09
24,2,0.875,70,5.63786354328411,99.9990077777115,7.09
24,3,0.875,70,-9.33911096667914,-0.526401614757944,7.09
24,4,0.875,70,0.196095697403393,65.2726676377523,7.09
24,5,0.875,70,-2.3374340154313,59.0263860250509,7.09
24,6,0.875,70,0.651958255976794,56.4140607220841,7.09
24,7,0.875,70,-1.17968267511316,45.5115674869579,7.09
24,8,0.875,70,-4.08617464552285,29.4639018852839,7.09
24,9,0.875,70,2.56679688286322,97.7450083820506,7.09
24,10,0.875,70,-0.869365783886295,33.5202634814484,7.09
24,11,0.875,70,-4.41463258992954,29.2449903848561,7.09
24,12,0.875,70,-2.7357013112897,15.2200059784837,7.09
24,13,0.875,70,5.75795072315411,99.9763626835203,7.09
24,14,0.875,70,-15.6237270372735,6.53639742059877,7.09
24,15,0.875,70,-4.12162298531567,11.8250684596943,7.09
24,16,0.875,70,-0.765138979731148,32.4560885859032,7.09
24,17,0.875,70,0.112610153157505,54.8711086043293,7.09
24,18,0.875,70,-1.4772696639003,75.7969363915586,7.09
24,19,0.875,70,-2.26621561751128,37.1960636202837,7.09
24,20,0.875,70,1.20789407651944,71.3366634643595,7.09
25,1,3,70,3.6308606946875,72.7446690709954,6.63
25,2,3,70,5.63786354328411,99.9990077777115,6.63
25,3,3,70,-0.0603701978220386,30.9862654777438,6.63
25,4,3,70,-1.93325682228271,30.7250671043151,6.63
25,5,3,70,-4.22848567967036,31.3514696800215,6.63
25,6,3,70,6.11784576954844,97.3095616656207,6.63
25,7,3,70,2.19772273575383,59.2529434714049,6.63
25,8,3,70,-4.08617464552285,29.4639018852839,6.63
25,9,3,70,4.47780061253479,77.9338574034959,6.63
25,10,3,70,5.3692281626986,98.3018729354089,6.63
25,11,3,70,-4.41463258992954,29.2449903848561,6.63
25,12,3,70,-2.7357013112897,15.2200059784837,6.63
25,13,3,70,5.75795072315411,99.9763626835203,6.63
25,14,3,70,-15.6237270372735,6.53639742059877,6.63
25,15,3,70,3.57565197209424,76.5633442748955,6.63
25,16,3,70,1.83577865267186,53.3840778027568,6.63
25,17,3,70,-1.9229662903581,31.7367187557557,6.63
25,18,3,70,0.56064973311814,30.9817040824806,6.63
25,19,3,70,-1.52792455935757,20.5223196007991,6.63
25,20,3,70,-2.11623879565059,31.5410053718541,6.63
