model_idx,sub_idx,configured_Cs,configured_BP,estimated_Cs,estimated_BP,configured_mean_samples
5,20,3,-50,58.1492071288028,-30.5325997695115,1
6,1,-5.5,-20,1.00925619986418,32.7785161600084,6.4
6,2,-5.5,-20,-2.16470868079716,15.6934899434279,6.4
6,3,-5.5,-20,-0.289583638656381,12.3289437263438,6.4
6,4,-5.5,-20,-1.93325682228271,30.7250671043151,6.4
6,5,-5.5,-20,-7.92642560414811,-31.9221961792894,6.4
6,6,-5.5,-20,-1.11713280502313,14.5524187892644,6.4
6,7,-5.5,-20,-0.378547954604699,30.9289724207639,6.4
6,8,-5.5,-20,0.287581087494559,20.6699089383397,6.4
6,9,-5.5,-20,-3.20946434685693,30.5780474193982,6.4
6,10,-5.5,-20,-0.736038014819485,26.3295043523373,6.4
6,11,-5.5,-20,-0.0610270538347777,32.882758321783,6.4
6,12,-5.5,-20,1.29471658363815,56.2090630081928,6.4
6,13,-5.5,-20,0.279949460454446,27.4375600892683,6.4
6,14,-5.5,-20,-0.400274648384652,44.1918985291403,6.4
6,15,-5.5,-20,-0.384357702902179,60.2132255706753,6.4
6,16,-5.5,-20,-5.82629191217762,-15.348474236647,6.4
6,17,-5.5,-20,-1.9229662903581,31.7367187557557,6.4
6,18,-5.5,-20,-4.18465338216424,12.6410043203925,6.4
6,19,-5.5,-20,-1.52792455935757,20.5223196007991,6.4
6,20,-5.5,-20,3.16731033038482,62.7766347053363,6.4
7,1,-3.375,-20,-2.41965920366643,-3.29874314825152,5.58
7,2,-3.375,-20,-0.170094453428433,23.3355914007795,5.58
7,3,-3.375,-20,-0.326777823368928,15.8873328908039,5.58
7,4,-3.375,-20,-2.51202833078874,-7.05550719847288,5.58
7,5,-3.375,-20,-1.63009849568466,11.2160287851013,5.58
7,6,-3.375,-20,-2.95113698389642,-6.33400711991567,5.58
7,7,-3.375,-20,0.948526664873768,28.2048293732024,5.58
7,8,-3.375,-20,-3.59013874226987,-42.6598219924706,5.58
7,9,-3.375,-20,-3.11109681877474,-11.5474575343669,5.58
7,10,-3.375,-20,-2.54692013064876,5.23184509176929,5.58
7,11,-3.375,-20,-3.5598135808533,-13.922958426315,5.58
7,12,-3.375,-20,1.29471658363815,56.2090630081928,5.58
7,13,-3.375,-20,6.66851696699801,59.6013204997084,5.58
7,14,-3.375,-20,-3.54764373962206,-23.895065656005,5.58
7,15,-3.375,-20,1.65133271274038,57.6690109557225,5.58
7,16,-3.375,-20,-4.04454920040784,-21.7584821804018,5.58
7,17,-3.375,-20,-1.9229662903581,31.7367187557557,5.58
7,18,-3.375,-20,-1.83602035382006,17.0775742222447,5.58
7,19,-3.375,-20,-2.10610339347076,12.0313814155677,5.58
7,20,-3.375,-20,3.9193849595863,47.9006622135466,5.58
8,1,-1.25,-20,-1.28458629844211,-13.022829985954,4.24
8,2,-1.25,-20,-0.276546486447387,-3.29118633765437,4.24
8,3,-1.25,-20,-1.1851485997522,-17.5493510873645,4.24
8,4,-1.25,-20,0.961131538320004,13.8056648197667,4.24
8,5,-1.25,-20,-0.778389536829977,-9.33574992327749,4.24
8,6,-1.25,-20,-0.878564991416823,-5.8421278082762,4.24
8,7,-1.25,-20,1.64044041399458,4.81342063253993,4.24
8,8,-1.25,-20,-1.00277485395918,-20.3798280977114,4.24
8,9,-1.25,-20,1.14544487818964,7.20029615100322,4.24
8,10,-1.25,-20,-0.633030601862899,-7.55111257646635,4.24
8,11,-1.25,-20,3.10836696450384,16.3433579597995,4.24
8,12,-1.25,-20,-1.59177324534016,-30.0324017551783,4.24
8,13,-1.25,-20,1.13866173442412,-2.16029524186413,4.24
8,14,-1.25,-20,-1.31965968457332,-8.9249366571706,4.24
8,15,-1.25,-20,2.02698136641746,20.8097707811784,4.24
8,16,-1.25,-20,-1.08014095571353,-7.78601684640559,4.24
8,17,-1.25,-20,-0.78689006528127,1.22811643415139,4.24
8,18,-1.25,-20,-1.6064200283291,-20.3420220771617,4.24
8,19,-1.25,-20,-1.92338903428529,-45.0842746976806,4.24
8,20,-1.25,-20,1.88642110208232,3.70283452489622,4.24
9,1,0.875,-20,5.70696794562886,1.82623464585561,1.72
9,2,0.875,-20,1.38594768521159,-9.64420601974889,1.72
9,3,0.875,-20,3.38770991407861,-2.21014470308434,1.72
9,4,0.875,-20,7.9059822368198,12.2985340097039,1.72
9,5,0.875,-20,3.98867920046295,-1.70403577622231,1.72
9,6,0.875,-20,7.1404059383234,-1.7977561965491,1.72
9,7,0.875,-20,7.73605632631795,6.99125121056296,1.72
9,8,0.875,-20,5.91151633641012,3.85939633138979,1.72
9,9,0.875,-20,1.73029903480466,-16.3610978663793,1.72
9,10,0.875,-20,2.44776511428388,-14.646381458967,1.72
9,11,0.875,-20,1.5696276090404,-15.1719784081387,1.72
9,12,0.875,-20,1.33256807556343,-15.8204197201053,1.72
9,13,0.875,-20,0.69690530522513,-22.4139606055075,1.72
9,14,0.875,-20,13.5017922367421,12.1073918312424,1.72
9,15,0.875,-20,30.9016994374947,-2.8421709430404e-14,1.72
9,16,0.875,-20,6.53158560289846,17.9314484653035,1.72
9,17,0.875,-20,20.791169081776,-30.9016994374948,1.72
9,18,0.875,-20,2.50968842275834,-12.0954315425946,1.72
9,19,0.875,-20,2.22725356442648,-6.5886575455188,1.72
9,20,0.875,-20,58.1492071288028,-30.5325997695115,1.72
10,1,3,-20,4.70441690506958,-22.5081358292991,1.26
10,2,3,-20,4.94939097987599,-8.39923111054047,1.26
10,3,3,-20,4.51582094458831,-14.5178563020579,1.26
10,4,3,-20,58.1492071288028,-30.5325997695115,1.26
10,5,3,-20,58.1492071288028,-30.5325997695115,1.26
10,6,3,-20,3.9000245592201,-17.4592388131949,1.26
10,7,3,-20,9.13850353902417,-0.663123209110168,1.26
10,8,3,-20,58.1492071288028,-30.5325997695115,1.26
10,9,3,-20,4.79151056706908,-19.4783696221161,1.26
10,10,3,-20,2.44776511428388,-14.646381458967,1.26
10,11,3,-20,5.95363692921151,-7.42372984726302,1.26
10,12,3,-20,5.70567900748804,-8.162336449609,1.26
10,13,3,-20,10.1727119112498,0.231140660832182,1.26
10,14,3,-20,58.1492071288028,-30.5325997695115,1.26
10,15,3,-20,30.9016994374947,-2.8421709430404e-14,1.26
10,16,3,-20,3.49378941413559,-12.9901797582691,1.26
10,17,3,-20,20.791169081776,-30.9016994374948,1.26
10,18,3,-20,10.565293145558,-9.3445599394568,1.26
