Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-l5qr,checkpoint-yh8g,checkpoint-32xf,checkpoint-r79k,checkpoint-vhwm,branch-jtmv,branch-dn75,branch-6kna,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,randomise_trials,display,ANSWER,rand_food1,chosen food,not chosen food,rand_food2,rand_food3,rand_food4,rand_food5,rand_food6,rand_food7,rand_food8,image_food,Participant_preference,food_rating,random number,fixation_times
42,1551714052867,04/03/2019 15:40:52,1551714052780,0,04/03/2019 15:40:52,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,12,grey4,Zone1,continue_button,772.0800000242889,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
43,1551714053383,04/03/2019 15:40:53,1551714053124,0,04/03/2019 15:40:53,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,13,grey5,Zone1,continue_button,334.8050000204239,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
44,1551714053946,04/03/2019 15:40:53,1551714053697,0,04/03/2019 15:40:53,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,14,grey6,Zone1,continue_button,562.8399999986868,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
45,1551714054957,04/03/2019 15:40:54,1551714054809,0,04/03/2019 15:40:54,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,15,grey7,Zone1,continue_button,1103.0599999940023,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
46,1551714055117,04/03/2019 15:40:55,1551714054893,0,04/03/2019 15:40:54,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
47,1551714058758,04/03/2019 15:40:58,1551714058663,0,04/03/2019 15:40:58,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_endValue,3769.289999996545,82,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
48,1551714058832,04/03/2019 15:40:58,1551714058665,0,04/03/2019 15:40:58,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,Zone4,continue_button,3769.289999996545,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
49,1551714059926,04/03/2019 15:40:59,1551714059856,0,04/03/2019 15:40:59,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,17,next sequence?,advancementZone,continue_button,1184.320000000298,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
50,1551714062237,04/03/2019 15:41:02,1551714062161,0,04/03/2019 15:41:02,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,1,option1,choice,response_button_image,1777.9450000089128,b6.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
51,1551714065279,04/03/2019 15:41:05,1551714065178,0,04/03/2019 15:41:05,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,9,grey1,Zone1,continue_button,3010.134999989532,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
52,1551714065435,04/03/2019 15:41:05,1551714065377,0,04/03/2019 15:41:05,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,10,grey2,Zone1,continue_button,189.9649999977555,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
53,1551714065641,04/03/2019 15:41:05,1551714065561,0,04/03/2019 15:41:05,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,11,grey3,Zone1,continue_button,175.43500001193024,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
54,1551714065811,04/03/2019 15:41:05,1551714065731,0,04/03/2019 15:41:05,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,12,grey4,Zone1,continue_button,161.42999997828156,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
55,1551714065983,04/03/2019 15:41:05,1551714065898,0,04/03/2019 15:41:05,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,13,grey5,Zone1,continue_button,158.83500000927597,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
56,1551714066169,04/03/2019 15:41:06,1551714066086,0,04/03/2019 15:41:06,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,14,grey6,Zone1,continue_button,179.0550000150688,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
57,1551714066608,04/03/2019 15:41:06,1551714066519,0,04/03/2019 15:41:06,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,15,grey7,Zone1,continue_button,423.4850000066217,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
58,1551714066686,04/03/2019 15:41:06,1551714066601,0,04/03/2019 15:41:06,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
59,1551714068705,04/03/2019 15:41:08,1551714068548,0,04/03/2019 15:41:08,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_endValue,1947.1149999881163,64,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
60,1551714068923,04/03/2019 15:41:08,1551714068549,0,04/03/2019 15:41:08,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,Zone4,continue_button,1947.1149999881163,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
61,1551714069669,04/03/2019 15:41:09,1551714069524,0,04/03/2019 15:41:09,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,17,next sequence?,advancementZone,continue_button,969.0400000254158,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
62,1551714071358,04/03/2019 15:41:11,1551714071288,0,04/03/2019 15:41:11,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,1,option1,Zone1,response_button_text,1156.8499999993946,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
63,1551714072046,04/03/2019 15:41:12,1551714071977,0,04/03/2019 15:41:11,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,2,option2,Zone1,response_button_text,676.3849999988452,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
64,1551714073472,04/03/2019 15:41:13,1551714073216,0,04/03/2019 15:41:13,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,3,option3,Zone1,response_button_text,1224.0900000033434,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
65,1551714074983,04/03/2019 15:41:14,1551714074864,0,04/03/2019 15:41:14,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,4,option4,Zone7,response_button_image,1634.2099999892525,b16.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
66,1551714076185,04/03/2019 15:41:16,1551714076082,0,04/03/2019 15:41:16,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,12,grey4,Zone1,continue_button,1208.4900000190828,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
67,1551714076611,04/03/2019 15:41:16,1551714076412,0,04/03/2019 15:41:16,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,13,grey5,Zone1,continue_button,321.5249999775551,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
68,1551714076872,04/03/2019 15:41:16,1551714076670,0,04/03/2019 15:41:16,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,14,grey6,Zone1,continue_button,249.82500000623986,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
69,1551714077142,04/03/2019 15:41:17,1551714076970,0,04/03/2019 15:41:16,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,15,grey7,Zone1,continue_button,291.70000000158325,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
70,1551714077469,04/03/2019 15:41:17,1551714077043,0,04/03/2019 15:41:17,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
71,1551714078984,04/03/2019 15:41:18,1551714078913,0,04/03/2019 15:41:18,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_endValue,1869.8199999926146,76,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
72,1551714079092,04/03/2019 15:41:19,1551714078914,0,04/03/2019 15:41:18,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,Zone4,continue_button,1869.8199999926146,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
73,1551714080139,04/03/2019 15:41:20,1551714079955,0,04/03/2019 15:41:19,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,17,next sequence?,advancementZone,continue_button,1035.5649999983143,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
74,1551714080234,04/03/2019 15:41:20,1551714079960,0,04/03/2019 15:41:19,6235,14,task-o4eu,,2260490,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,END TASK,,,,,93163,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
1,1551714026074,04/03/2019 15:40:26,1551714025882,0,04/03/2019 15:40:25,6235,14,task-o4eu,,2260505,BLIND,616358,Food,complete,,5c7d442e419b560017021a43,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,BEGIN TASK,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
2,1551714033153,04/03/2019 15:40:33,1551714033009,0,04/03/2019 15:40:33,6235,14,task-o4eu,,2260505,BLIND,616358,Food,complete,,5c7d442e419b560017021a43,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,1,option1,Zone1,response_button_text,6527.915000042412,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
3,1551714034866,04/03/2019 15:40:34,1551714034728,0,04/03/2019 15:40:34,6235,14,task-o4eu,,2260505,BLIND,616358,Food,complete,,5c7d442e419b560017021a43,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,2,option2,Zone1,response_button_text,1702.1100000129081,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
4,1551714035944,04/03/2019 15:40:35,1551714035813,0,04/03/2019 15:40:35,6235,14,task-o4eu,,2260505,BLIND,616358,Food,complete,,5c7d442e419b560017021a43,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,3,option3,Zone1,response_button_text,1065.1949999737553,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
5,1551714039143,04/03/2019 15:40:39,1551714039007,0,04/03/2019 15:40:39,6235,14,task-o4eu,,2260505,BLIND,616358,Food,complete,,5c7d442e419b560017021a43,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,4,option4,Zone1,response_button_text,3174.5499999960884,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
6,1551714040889,04/03/2019 15:40:40,1551714040778,0,04/03/2019 15:40:40,6235,14,task-o4eu,,2260505,BLIND,616358,Food,complete,,5c7d442e419b560017021a43,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,5,option5,choice,response_button_image,1749.614999978803,c25.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
7,1551714044895,04/03/2019 15:40:44,1551714044539,0,04/03/2019 15:40:44,6235,14,task-o4eu,,2260505,BLIND,616358,Food,complete,,5c7d442e419b560017021a43,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,13,grey5,Zone1,continue_button,3749.0900000557303,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
8,1551714046192,04/03/2019 15:40:46,1551714045872,0,04/03/2019 15:40:45,6235,14,task-o4eu,,2260505,BLIND,616358,Food,complete,,5c7d442e419b560017021a43,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,14,grey6,Zone1,continue_button,1322.0350000192411,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
9,1551714047680,04/03/2019 15:40:47,1551714047534,0,04/03/2019 15:40:47,6235,14,task-o4eu,,2260505,BLIND,616358,Food,complete,,5c7d442e419b560017021a43,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,15,grey7,Zone1,continue_button,1652.040000015404,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
10,1551714047820,04/03/2019 15:40:47,1551714047625,0,04/03/2019 15:40:47,6235,14,task-o4eu,,2260505,BLIND,616358,Food,complete,,5c7d442e419b560017021a43,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
11,1551714052056,04/03/2019 15:40:52,1551714051843,0,04/03/2019 15:40:51,6235,14,task-o4eu,,2260505,BLIND,616358,Food,complete,,5c7d442e419b560017021a43,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_endValue,4218.460000003688,82,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
12,1551714052411,04/03/2019 15:40:52,1551714051844,0,04/03/2019 15:40:51,6235,14,task-o4eu,,2260505,BLIND,616358,Food,complete,,5c7d442e419b560017021a43,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,Zone4,continue_button,4218.460000003688,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
13,1551714053286,04/03/2019 15:40:53,1551714053077,0,04/03/2019 15:40:53,6235,14,task-o4eu,,2260505,BLIND,616358,Food,complete,,5c7d442e419b560017021a43,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,17,next sequence?,advancementZone,continue_button,1223.9950000075623,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
14,1551714056019,04/03/2019 15:40:56,1551714055843,0,04/03/2019 15:40:55,6235,14,task-o4eu,,2260505,BLIND,616358,Food,complete,,5c7d442e419b560017021a43,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,1,option1,Zone1,response_button_text,1962.7249999903142,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
15,1551714056819,04/03/2019 15:40:56,1551714056649,0,04/03/2019 15:40:56,6235,14,task-o4eu,,2260505,BLIND,616358,Food,complete,,5c7d442e419b560017021a43,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,2,option2,Zone1,response_button_text,780.4449999821372,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
