Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-l5qr,checkpoint-yh8g,checkpoint-32xf,checkpoint-r79k,checkpoint-vhwm,branch-jtmv,branch-dn75,branch-6kna,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,randomise_trials,display,ANSWER,rand_food1,chosen food,not chosen food,rand_food2,rand_food3,rand_food4,rand_food5,rand_food6,rand_food7,rand_food8,image_food,Participant_preference,food_rating,random number,fixation_times
1,1551711447879,04/03/2019 14:57:27,1551711450131,-5,04/03/2019 09:57:30,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,BEGIN TASK,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
2,1551711463993,04/03/2019 14:57:43,1551711462576,-5,04/03/2019 09:57:42,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,1,option1,Zone1,response_button_text,11076.224999997066,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
3,1551711464134,04/03/2019 14:57:44,1551711464216,-5,04/03/2019 09:57:44,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,2,option2,choice,response_button_image,1627.8350000211503,c6.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
4,1551711468854,04/03/2019 14:57:48,1551711470744,-5,04/03/2019 09:57:50,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,10,grey2,Zone1,continue_button,6520.384999981616,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
5,1551711473879,04/03/2019 14:57:53,1551711475454,-5,04/03/2019 09:57:55,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,11,grey3,Zone1,continue_button,4701.249999983702,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
6,1551711474020,04/03/2019 14:57:54,1551711476172,-5,04/03/2019 09:57:56,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,12,grey4,Zone1,continue_button,711.0350000148173,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
7,1551711475110,04/03/2019 14:57:55,1551711476989,-5,04/03/2019 09:57:56,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,13,grey5,Zone1,continue_button,809.7499999857973,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
8,1551711477957,04/03/2019 14:57:57,1551711477747,-5,04/03/2019 09:57:57,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,14,grey6,Zone1,continue_button,750.2399999939371,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
9,1551711482876,04/03/2019 14:58:02,1551711479632,-5,04/03/2019 09:57:59,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,15,grey7,Zone1,continue_button,1877.199999988079,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
10,1551711482876,04/03/2019 14:58:02,1551711479711,-5,04/03/2019 09:57:59,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
11,1551711484466,04/03/2019 14:58:04,1551711486359,-5,04/03/2019 09:58:06,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_endValue,6648.380000027828,100,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
12,1551711485033,04/03/2019 14:58:05,1551711486360,-5,04/03/2019 09:58:06,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,Zone4,continue_button,6648.380000027828,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
13,1551711485971,04/03/2019 14:58:05,1551711488284,-5,04/03/2019 09:58:08,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,17,next sequence?,advancementZone,continue_button,1915.6049999874085,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b6.jpg,,,c6.jpg,b17.jpg,c17.jpg,b25.jpg,a25.jpg,c22.jpg,a30.jpg,,,,,
14,1551711489531,04/03/2019 14:58:09,1551711491835,-5,04/03/2019 09:58:11,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,1,option1,choice,response_button_image,2832.4999999895226,b29.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
15,1551711491540,04/03/2019 14:58:11,1551711493865,-5,04/03/2019 09:58:13,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,9,grey1,Zone1,continue_button,2023.0400000000373,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
16,1551711492047,04/03/2019 14:58:12,1551711494375,-5,04/03/2019 09:58:14,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,10,grey2,Zone1,continue_button,502.7649999829009,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
17,1551711492577,04/03/2019 14:58:12,1551711494889,-5,04/03/2019 09:58:14,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,11,grey3,Zone1,continue_button,507.5949999736622,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
18,1551711493121,04/03/2019 14:58:13,1551711495427,-5,04/03/2019 09:58:15,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,12,grey4,Zone1,continue_button,530.8450000011362,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
19,1551711493632,04/03/2019 14:58:13,1551711495945,-5,04/03/2019 09:58:15,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,13,grey5,Zone1,continue_button,510.95499997609295,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
20,1551711494086,04/03/2019 14:58:14,1551711496413,-5,04/03/2019 09:58:16,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,14,grey6,Zone1,continue_button,459.7350000112783,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
21,1551711494711,04/03/2019 14:58:14,1551711497003,-5,04/03/2019 09:58:17,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,15,grey7,Zone1,continue_button,581.5050000092015,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
22,1551711494837,04/03/2019 14:58:14,1551711497076,-5,04/03/2019 09:58:17,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
23,1551711501490,04/03/2019 14:58:21,1551711503809,-5,04/03/2019 09:58:23,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_endValue,6733.380000019679,100,,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
24,1551711501646,04/03/2019 14:58:21,1551711503810,-5,04/03/2019 09:58:23,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,Zone4,continue_button,6733.380000019679,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
25,1551711503217,04/03/2019 14:58:23,1551711505539,-5,04/03/2019 09:58:25,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,17,next sequence?,advancementZone,continue_button,1723.7500000046566,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
26,1551711506087,04/03/2019 14:58:26,1551711508412,-5,04/03/2019 09:58:28,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,1,option1,Zone1,response_button_text,2252.5599999935366,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
27,1551711508414,04/03/2019 14:58:28,1551711510732,-5,04/03/2019 09:58:30,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,2,option2,choice,response_button_image,2309.500000003027,b10.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
28,1551711510192,04/03/2019 14:58:30,1551711512516,-5,04/03/2019 09:58:32,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,10,grey2,Zone1,continue_button,1776.6699999920093,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
29,1551711510457,04/03/2019 14:58:30,1551711512781,-5,04/03/2019 09:58:32,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,11,grey3,Zone1,continue_button,258.2649999822024,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
30,1551711510754,04/03/2019 14:58:30,1551711513068,-5,04/03/2019 09:58:33,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,12,grey4,Zone1,continue_button,280.48000001581386,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
31,1551711511083,04/03/2019 14:58:31,1551711513375,-5,04/03/2019 09:58:33,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,13,grey5,Zone1,continue_button,300.38499998045154,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
32,1551711511364,04/03/2019 14:58:31,1551711513683,-5,04/03/2019 09:58:33,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,14,grey6,Zone1,continue_button,301.1349999869708,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
33,1551711511979,04/03/2019 14:58:31,1551711514303,-5,04/03/2019 09:58:34,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,15,grey7,Zone1,continue_button,612.7200000046287,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
34,1551711512088,04/03/2019 14:58:32,1551711514374,-5,04/03/2019 09:58:34,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
35,1551711516460,04/03/2019 14:58:36,1551711518780,-5,04/03/2019 09:58:38,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_endValue,4405.845000001136,69,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
36,1551711516616,04/03/2019 14:58:36,1551711518781,-5,04/03/2019 09:58:38,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,Zone4,continue_button,4405.845000001136,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
37,1551711518432,04/03/2019 14:58:38,1551711520758,-5,04/03/2019 09:58:40,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,17,next sequence?,advancementZone,continue_button,1971.9900000200141,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
38,1551711522034,04/03/2019 14:58:42,1551711524351,-5,04/03/2019 09:58:44,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,1,option1,Zone1,response_button_text,2687.724999996135,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
39,1551711524370,04/03/2019 14:58:44,1551711526695,-5,04/03/2019 09:58:46,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,2,option2,choice,response_button_image,2333.470000012312,b18.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
40,1551711525964,04/03/2019 14:58:45,1551711528293,-5,04/03/2019 09:58:48,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,10,grey2,Zone1,continue_button,1592.0050000131596,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
41,1551711526089,04/03/2019 14:58:46,1551711528303,-5,04/03/2019 09:58:48,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,11,grey3,Zone1,continue_button,3.0249999836087227,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
42,1551711526324,04/03/2019 14:58:46,1551711528646,-5,04/03/2019 09:58:48,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,12,grey4,Zone1,continue_button,337.569999974221,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
43,1551711526449,04/03/2019 14:58:46,1551711528657,-5,04/03/2019 09:58:48,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,13,grey5,Zone1,continue_button,3.165000001899898,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
44,1551711526717,04/03/2019 14:58:46,1551711529040,-5,04/03/2019 09:58:49,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,14,grey6,Zone1,continue_button,375.2199999871664,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
45,1551711527977,04/03/2019 14:58:47,1551711530295,-5,04/03/2019 09:58:50,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,15,grey7,Zone1,continue_button,1248.344999999972,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
46,1551711528086,04/03/2019 14:58:48,1551711530363,-5,04/03/2019 09:58:50,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
47,1551711532176,04/03/2019 14:58:52,1551711534454,-5,04/03/2019 09:58:54,6235,14,task-o4eu,,2259966,BLIND,616176,Food,complete,,5c7d392e719aaf00019ffdaa,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1523x976,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_endValue,4091.1399999749847,60,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
