Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-l5qr,checkpoint-yh8g,checkpoint-32xf,checkpoint-r79k,checkpoint-vhwm,branch-jtmv,branch-dn75,branch-6kna,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,randomise_trials,display,ANSWER,chosen face,not chosen face,rand_male_face1,rand_male_face2,rand_male_face3,rand_male_face4,rand_male_face5,rand_male_face6,rand_male_face7,rand_male_face8,image_male,Participant_preference,face_rating,random number,fixation_times
1,1551368755678,28/02/2019 15:45:55,1551368759822,-6,28/02/2019 09:45:59,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
2,1551368771865,28/02/2019 15:46:11,1551368776129,-6,28/02/2019 09:46:16,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,1,option1,Zone1,response_button_text,14930.254999999306,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_John Felker_3_oval.jpg,Google_1_James Vandenberg_5_oval.jpg,Google_1_Kevin Boren_1_oval.jpg,Google_1_Jacob Fields_15_oval.jpg,Google_1_Edward Kiely_15_oval.jpg,Google_1_Jeffrey Tincher_1_oval.jpg,Google_1_Christopher Baylor_5_oval.jpg,Google_1_Jason Penner_7_oval.jpg,,,,,
3,1551368773584,28/02/2019 15:46:13,1551368777853,-6,28/02/2019 09:46:17,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,2,option2,Zone1,response_button_text,1700.1499999996668,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_John Felker_3_oval.jpg,Google_1_James Vandenberg_5_oval.jpg,Google_1_Kevin Boren_1_oval.jpg,Google_1_Jacob Fields_15_oval.jpg,Google_1_Edward Kiely_15_oval.jpg,Google_1_Jeffrey Tincher_1_oval.jpg,Google_1_Christopher Baylor_5_oval.jpg,Google_1_Jason Penner_7_oval.jpg,,,,,
4,1551368775743,28/02/2019 15:46:15,1551368779964,-6,28/02/2019 09:46:19,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,3,option3,Zone1,response_button_text,2075.2900000006775,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_John Felker_3_oval.jpg,Google_1_James Vandenberg_5_oval.jpg,Google_1_Kevin Boren_1_oval.jpg,Google_1_Jacob Fields_15_oval.jpg,Google_1_Edward Kiely_15_oval.jpg,Google_1_Jeffrey Tincher_1_oval.jpg,Google_1_Christopher Baylor_5_oval.jpg,Google_1_Jason Penner_7_oval.jpg,,,,,
5,1551368776615,28/02/2019 15:46:16,1551368780878,-6,28/02/2019 09:46:20,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,4,option4,Zone1,response_button_text,883.1600000003164,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_John Felker_3_oval.jpg,Google_1_James Vandenberg_5_oval.jpg,Google_1_Kevin Boren_1_oval.jpg,Google_1_Jacob Fields_15_oval.jpg,Google_1_Edward Kiely_15_oval.jpg,Google_1_Jeffrey Tincher_1_oval.jpg,Google_1_Christopher Baylor_5_oval.jpg,Google_1_Jason Penner_7_oval.jpg,,,,,
6,1551368779709,28/02/2019 15:46:19,1551368783924,-6,28/02/2019 09:46:23,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,5,option5,Zone1,response_button_text,3009.049999999661,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_John Felker_3_oval.jpg,Google_1_James Vandenberg_5_oval.jpg,Google_1_Kevin Boren_1_oval.jpg,Google_1_Jacob Fields_15_oval.jpg,Google_1_Edward Kiely_15_oval.jpg,Google_1_Jeffrey Tincher_1_oval.jpg,Google_1_Christopher Baylor_5_oval.jpg,Google_1_Jason Penner_7_oval.jpg,,,,,
7,1551368780475,28/02/2019 15:46:20,1551368784669,-6,28/02/2019 09:46:24,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,6,option6,Zone1,response_button_text,715.2599999999438,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_John Felker_3_oval.jpg,Google_1_James Vandenberg_5_oval.jpg,Google_1_Kevin Boren_1_oval.jpg,Google_1_Jacob Fields_15_oval.jpg,Google_1_Edward Kiely_15_oval.jpg,Google_1_Jeffrey Tincher_1_oval.jpg,Google_1_Christopher Baylor_5_oval.jpg,Google_1_Jason Penner_7_oval.jpg,,,,,
8,1551368782135,28/02/2019 15:46:22,1551368786340,-6,28/02/2019 09:46:26,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,7,option7,Zone1,response_button_text,1636.4050000001953,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_John Felker_3_oval.jpg,Google_1_James Vandenberg_5_oval.jpg,Google_1_Kevin Boren_1_oval.jpg,Google_1_Jacob Fields_15_oval.jpg,Google_1_Edward Kiely_15_oval.jpg,Google_1_Jeffrey Tincher_1_oval.jpg,Google_1_Christopher Baylor_5_oval.jpg,Google_1_Jason Penner_7_oval.jpg,,,,,
9,1551368796472,28/02/2019 15:46:36,1551368800596,-6,28/02/2019 09:46:40,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,8,option8,Zone1,response_button_image,14216.929999999593,Google_1_Jason Penner_7_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_John Felker_3_oval.jpg,Google_1_James Vandenberg_5_oval.jpg,Google_1_Kevin Boren_1_oval.jpg,Google_1_Jacob Fields_15_oval.jpg,Google_1_Edward Kiely_15_oval.jpg,Google_1_Jeffrey Tincher_1_oval.jpg,Google_1_Christopher Baylor_5_oval.jpg,Google_1_Jason Penner_7_oval.jpg,,,,,
10,1551368796752,28/02/2019 15:46:36,1551368800671,-6,28/02/2019 09:46:40,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_John Felker_3_oval.jpg,Google_1_James Vandenberg_5_oval.jpg,Google_1_Kevin Boren_1_oval.jpg,Google_1_Jacob Fields_15_oval.jpg,Google_1_Edward Kiely_15_oval.jpg,Google_1_Jeffrey Tincher_1_oval.jpg,Google_1_Christopher Baylor_5_oval.jpg,Google_1_Jason Penner_7_oval.jpg,,,,,
11,1551368801628,28/02/2019 15:46:41,1551368805750,-6,28/02/2019 09:46:45,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,16,congratulations,rating19,response_slider_endValue,5077.775000000656,1,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_John Felker_3_oval.jpg,Google_1_James Vandenberg_5_oval.jpg,Google_1_Kevin Boren_1_oval.jpg,Google_1_Jacob Fields_15_oval.jpg,Google_1_Edward Kiely_15_oval.jpg,Google_1_Jeffrey Tincher_1_oval.jpg,Google_1_Christopher Baylor_5_oval.jpg,Google_1_Jason Penner_7_oval.jpg,,,,,
12,1551368802002,28/02/2019 15:46:42,1551368805753,-6,28/02/2019 09:46:45,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,16,congratulations,Zone4,continue_button,5077.775000000656,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_John Felker_3_oval.jpg,Google_1_James Vandenberg_5_oval.jpg,Google_1_Kevin Boren_1_oval.jpg,Google_1_Jacob Fields_15_oval.jpg,Google_1_Edward Kiely_15_oval.jpg,Google_1_Jeffrey Tincher_1_oval.jpg,Google_1_Christopher Baylor_5_oval.jpg,Google_1_Jason Penner_7_oval.jpg,,,,,
13,1551368802738,28/02/2019 15:46:42,1551368806804,-6,28/02/2019 09:46:46,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,17,next sequence?,advancementZone,continue_button,1027.1599999996397,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_John Felker_3_oval.jpg,Google_1_James Vandenberg_5_oval.jpg,Google_1_Kevin Boren_1_oval.jpg,Google_1_Jacob Fields_15_oval.jpg,Google_1_Edward Kiely_15_oval.jpg,Google_1_Jeffrey Tincher_1_oval.jpg,Google_1_Christopher Baylor_5_oval.jpg,Google_1_Jason Penner_7_oval.jpg,,,,,
14,1551368805580,28/02/2019 15:46:45,1551368809668,-6,28/02/2019 09:46:49,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,1,option1,Zone1,response_button_text,1585.9400000008463,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
15,1551368809503,28/02/2019 15:46:49,1551368813764,-6,28/02/2019 09:46:53,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,2,option2,choice,response_button_image,4073.6299999998664,Google_1_Charles Robson_5_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
16,1551368813051,28/02/2019 15:46:53,1551368817308,-6,28/02/2019 09:46:57,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,10,grey2,Zone1,continue_button,3525.5600000000413,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
17,1551368813663,28/02/2019 15:46:53,1551368817948,-6,28/02/2019 09:46:57,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,11,grey3,Zone1,continue_button,622.0949999997174,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
18,1551368814254,28/02/2019 15:46:54,1551368818476,-6,28/02/2019 09:46:58,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,12,grey4,Zone1,continue_button,507.9599999999118,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
19,1551368814737,28/02/2019 15:46:54,1551368818996,-6,28/02/2019 09:46:58,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,13,grey5,Zone1,continue_button,500.72499999987485,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
20,1551368815627,28/02/2019 15:46:55,1551368819899,-6,28/02/2019 09:46:59,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,14,grey6,Zone1,continue_button,883.3700000004683,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
21,1551368816863,28/02/2019 15:46:56,1551368821100,-6,28/02/2019 09:47:01,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,15,grey7,Zone1,continue_button,1182.2700000002442,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
22,1551368817066,28/02/2019 15:46:57,1551368821166,-6,28/02/2019 09:47:01,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
23,1551368828879,28/02/2019 15:47:08,1551368833012,-6,28/02/2019 09:47:13,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,16,congratulations,rating19,response_slider_endValue,11845.315000000483,73,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
24,1551368829080,28/02/2019 15:47:09,1551368833014,-6,28/02/2019 09:47:13,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,16,congratulations,Zone4,continue_button,11845.315000000483,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
25,1551368829986,28/02/2019 15:47:09,1551368834267,-6,28/02/2019 09:47:14,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,17,next sequence?,advancementZone,continue_button,1239.2399999998743,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
26,1551368832393,28/02/2019 15:47:12,1551368836595,-6,28/02/2019 09:47:16,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,1,option1,Zone1,response_button_text,1710.2250000007043,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
27,1551368833986,28/02/2019 15:47:13,1551368838148,-6,28/02/2019 09:47:18,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,2,option2,Zone1,response_button_text,1521.6250000003201,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
28,1551368837255,28/02/2019 15:47:17,1551368841516,-6,28/02/2019 09:47:21,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,3,option3,choice,response_button_image,3333.814999999944,Google_1_Josephine Sammons_13_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
29,1551368841176,28/02/2019 15:47:21,1551368845467,-6,28/02/2019 09:47:25,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,11,grey3,Zone1,continue_button,3933.8600000001024,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
30,1551368841633,28/02/2019 15:47:21,1551368845901,-6,28/02/2019 09:47:25,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,12,grey4,Zone1,continue_button,420.0399999999645,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
31,1551368842070,28/02/2019 15:47:22,1551368846363,-6,28/02/2019 09:47:26,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,13,grey5,Zone1,continue_button,441.1300000001647,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
32,1551368842632,28/02/2019 15:47:22,1551368846899,-6,28/02/2019 09:47:26,6235,13,task-dvb3,,2239581,BLIND,610023,Faces,complete,,5c77ff11f48c6d0016f6efe7,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1600x900,1592x744,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,14,grey6,Zone1,continue_button,514.0200000005134,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
