Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-l5qr,checkpoint-yh8g,checkpoint-32xf,checkpoint-r79k,checkpoint-vhwm,branch-jtmv,branch-dn75,branch-6kna,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,randomise_trials,display,ANSWER,chosen face,not chosen face,rand_male_face1,rand_male_face2,rand_male_face3,rand_male_face4,rand_male_face5,rand_male_face6,rand_male_face7,rand_male_face8,image_male,Participant_preference,face_rating,random number,fixation_times
39,1551370984996,28/02/2019 16:23:04,1551370985643,0,28/02/2019 16:23:05,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,2,option2,Zone1,response_button_text,845.7100000232458,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
40,1551370986771,28/02/2019 16:23:06,1551370987412,0,28/02/2019 16:23:07,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,3,option3,Zone1,response_button_text,1741.0599999129772,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
41,1551370987779,28/02/2019 16:23:07,1551370988420,0,28/02/2019 16:23:08,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,4,option4,Zone1,response_button_text,980.0700000487268,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
42,1551370988814,28/02/2019 16:23:08,1551370989459,0,28/02/2019 16:23:09,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,5,option5,Zone1,response_button_text,1010.6800000648946,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
43,1551370989909,28/02/2019 16:23:09,1551370990539,0,28/02/2019 16:23:10,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,6,option6,Zone1,response_button_text,1043.4299998451024,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
44,1551370991455,28/02/2019 16:23:11,1551370992075,0,28/02/2019 16:23:12,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,7,option7,Zone1,response_button_text,1497.4150001071393,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
45,1551370993955,28/02/2019 16:23:13,1551370994610,0,28/02/2019 16:23:14,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,8,option8,Zone1,response_button_image,2505.095000145957,Google_1_Jeffery Barnum_11_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
46,1551370994098,28/02/2019 16:23:14,1551370994720,0,28/02/2019 16:23:14,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
47,1551370996017,28/02/2019 16:23:16,1551370996666,0,28/02/2019 16:23:16,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,16,congratulations,rating19,response_slider_endValue,1945.8550000563264,36,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
48,1551370996111,28/02/2019 16:23:16,1551370996669,0,28/02/2019 16:23:16,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,16,congratulations,Zone4,continue_button,1945.8550000563264,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
49,1551370997113,28/02/2019 16:23:17,1551370997745,0,28/02/2019 16:23:17,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,17,next sequence?,advancementZone,continue_button,1064.4100001081824,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
50,1551370999065,28/02/2019 16:23:19,1551370999682,0,28/02/2019 16:23:19,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,1,option1,Zone1,response_button_text,1419.2600001115352,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
51,1551371004851,28/02/2019 16:23:24,1551371005498,0,28/02/2019 16:23:25,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,2,option2,Zone1,response_button_text,5787.525000050664,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
52,1551371006429,28/02/2019 16:23:26,1551371007025,0,28/02/2019 16:23:27,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,3,option3,choice,response_button_image,1492.155000101775,Google_1_Josephine Sammons_13_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
53,1551371007463,28/02/2019 16:23:27,1551371008064,0,28/02/2019 16:23:28,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,11,grey3,Zone1,continue_button,1018.1449998635799,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
54,1551371007963,28/02/2019 16:23:27,1551371008536,0,28/02/2019 16:23:28,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,12,grey4,Zone1,continue_button,454.2749999091029,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
55,1551371008386,28/02/2019 16:23:28,1551371008944,0,28/02/2019 16:23:28,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,13,grey5,Zone1,continue_button,389.77500004693866,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
56,1551371008867,28/02/2019 16:23:28,1551371009345,0,28/02/2019 16:23:29,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,14,grey6,Zone1,continue_button,383.705000160262,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
57,1551371009194,28/02/2019 16:23:29,1551371009840,0,28/02/2019 16:23:29,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,15,grey7,Zone1,continue_button,473.6849998589605,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
58,1551371009336,28/02/2019 16:23:29,1551371009975,0,28/02/2019 16:23:29,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
59,1551371011354,28/02/2019 16:23:31,1551371011984,0,28/02/2019 16:23:31,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,16,congratulations,rating19,response_slider_endValue,2009.5499998424202,73,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
60,1551371011447,28/02/2019 16:23:31,1551371011996,0,28/02/2019 16:23:31,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,16,congratulations,Zone4,continue_button,2009.5499998424202,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
61,1551371012477,28/02/2019 16:23:32,1551371012976,0,28/02/2019 16:23:32,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,17,next sequence?,advancementZone,continue_button,969.7650000452995,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
62,1551371014603,28/02/2019 16:23:34,1551371015241,0,28/02/2019 16:23:35,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,1,option1,Zone1,response_button_text,1549.875000026077,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
63,1551371015431,28/02/2019 16:23:35,1551371016064,0,28/02/2019 16:23:36,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,2,option2,Zone1,response_button_text,794.0050000324845,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
64,1551371016165,28/02/2019 16:23:36,1551371016768,0,28/02/2019 16:23:36,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,3,option3,Zone1,response_button_text,676.02499993518,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
65,1551371017353,28/02/2019 16:23:37,1551371017985,0,28/02/2019 16:23:37,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,4,option4,Zone1,response_button_text,1189.32000012137,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
66,1551371018946,28/02/2019 16:23:38,1551371019568,0,28/02/2019 16:23:39,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,5,option5,choice,response_button_image,1541.399999987334,Google_1_Janet Whiteside_15_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
67,1551371020229,28/02/2019 16:23:40,1551371020846,0,28/02/2019 16:23:40,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,13,grey5,Zone1,continue_button,1256.7400000989437,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
68,1551371020462,28/02/2019 16:23:40,1551371021046,0,28/02/2019 16:23:41,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,14,grey6,Zone1,continue_button,181.58499989658594,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
69,1551371020853,28/02/2019 16:23:40,1551371021478,0,28/02/2019 16:23:41,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,15,grey7,Zone1,continue_button,411.7349998559803,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
70,1551371020994,28/02/2019 16:23:40,1551371021583,0,28/02/2019 16:23:41,6235,13,task-dvb3,,2241462,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
