Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-l5qr,checkpoint-yh8g,checkpoint-32xf,checkpoint-r79k,checkpoint-vhwm,branch-jtmv,branch-dn75,branch-6kna,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,randomise_trials,display,ANSWER,rand_female_face1,rand_female_face2,rand_female_face3,rand_female_face4,rand_female_face5,rand_female_face6,rand_female_face7,rand_female_face8,chosen face,not chosen face,image_female,Participant_preference,face_rating,random number,fixation_times
72,1551372559218,28/02/2019 16:49:19,1551372559120,0,28/02/2019 16:49:19,6235,13,task-iyjb,,2241948,BLIND,610678,Faces,complete,,5c780d533454d70015df8040,computer,Desktop or Laptop,Mac OS 10.14,Safari 12.0,1280x800,1280x646,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,Zone4,continue_button,4088,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
73,1551372560242,28/02/2019 16:49:20,1551372560206,0,28/02/2019 16:49:20,6235,13,task-iyjb,,2241948,BLIND,610678,Faces,complete,,5c780d533454d70015df8040,computer,Desktop or Laptop,Mac OS 10.14,Safari 12.0,1280x800,1280x646,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,17,next sequence?,advancementZone,continue_button,1078,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
74,1551372560305,28/02/2019 16:49:20,1551372560213,0,28/02/2019 16:49:20,6235,13,task-iyjb,,2241948,BLIND,610678,Faces,complete,,5c780d533454d70015df8040,computer,Desktop or Laptop,Mac OS 10.14,Safari 12.0,1280x800,1280x646,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,END TASK,,,,,99935,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
1,1551372516329,28/02/2019 16:48:36,1551372515253,0,28/02/2019 16:48:35,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
2,1551373051253,28/02/2019 16:57:31,1551373048980,0,28/02/2019 16:57:28,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,1,option1,choice,response_button_image,532974.6100000048,Google_1_William Munguia_19_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
3,1551373053487,28/02/2019 16:57:33,1551373052506,0,28/02/2019 16:57:32,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,9,grey1,Zone1,continue_button,3509.2699999950128,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
4,1551373054707,28/02/2019 16:57:34,1551373053713,0,28/02/2019 16:57:33,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,10,grey2,Zone1,continue_button,1193.314999996801,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
5,1551373055098,28/02/2019 16:57:35,1551373054118,0,28/02/2019 16:57:34,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,11,grey3,Zone1,continue_button,393.00499999080785,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
6,1551373055661,28/02/2019 16:57:35,1551373054342,0,28/02/2019 16:57:34,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,12,grey4,Zone1,continue_button,210.11499999440275,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
7,1551373055661,28/02/2019 16:57:35,1551373054573,0,28/02/2019 16:57:34,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,13,grey5,Zone1,continue_button,222.30999999737833,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
8,1551373056082,28/02/2019 16:57:36,1551373054899,0,28/02/2019 16:57:34,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,14,grey6,Zone1,continue_button,316.6700000001583,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
9,1551373056678,28/02/2019 16:57:36,1551373055514,0,28/02/2019 16:57:35,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,15,grey7,Zone1,continue_button,604.4300000066869,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
10,1551373056678,28/02/2019 16:57:36,1551373055607,0,28/02/2019 16:57:35,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
11,1551373061218,28/02/2019 16:57:41,1551373060208,0,28/02/2019 16:57:40,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_endValue,4600.789999996778,56,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
12,1551373061718,28/02/2019 16:57:41,1551373060209,0,28/02/2019 16:57:40,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,Zone4,continue_button,4600.789999996778,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
13,1551373062405,28/02/2019 16:57:42,1551373061387,0,28/02/2019 16:57:41,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,17,next sequence?,advancementZone,continue_button,1165.2500000054715,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
14,1551373066227,28/02/2019 16:57:46,1551373065248,0,28/02/2019 16:57:45,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,1,option1,Zone1,response_button_text,2081.3300000008894,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
15,1551373066983,28/02/2019 16:57:46,1551373065993,0,28/02/2019 16:57:45,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,2,option2,Zone1,response_button_text,722.5949999992736,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
16,1551373067720,28/02/2019 16:57:47,1551373066708,0,28/02/2019 16:57:46,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,3,option3,Zone1,response_button_text,689.3199999904027,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
17,1551373069342,28/02/2019 16:57:49,1551373068358,0,28/02/2019 16:57:48,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,4,option4,Zone7,response_button_image,1620.0949999911245,Google_1_Jennifer Sundberg_7_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
18,1551373070624,28/02/2019 16:57:50,1551373069594,0,28/02/2019 16:57:49,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,12,grey4,Zone1,continue_button,1224.6799999993527,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
19,1551373071157,28/02/2019 16:57:51,1551373069790,0,28/02/2019 16:57:49,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,13,grey5,Zone1,continue_button,181.12500000279397,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
20,1551373071500,28/02/2019 16:57:51,1551373070513,0,28/02/2019 16:57:50,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,14,grey6,Zone1,continue_button,713.1349999981467,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
21,1551373072439,28/02/2019 16:57:52,1551373071460,0,28/02/2019 16:57:51,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,15,grey7,Zone1,continue_button,933.6499999917578,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
22,1551373072548,28/02/2019 16:57:52,1551373071540,0,28/02/2019 16:57:51,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
23,1551373074361,28/02/2019 16:57:54,1551373073377,0,28/02/2019 16:57:53,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_endValue,1837.6900000002934,86,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
24,1551373075129,28/02/2019 16:57:55,1551373073379,0,28/02/2019 16:57:53,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,Zone4,continue_button,1837.6900000002934,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
25,1551373076271,28/02/2019 16:57:56,1551373074643,0,28/02/2019 16:57:54,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,17,next sequence?,advancementZone,continue_button,1256.280000001425,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
26,1551373105432,28/02/2019 16:58:25,1551373104356,0,28/02/2019 16:58:24,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,1,option1,Zone1,response_button_text,28428.03000001004,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
27,1551373106399,28/02/2019 16:58:26,1551373105171,0,28/02/2019 16:58:25,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,2,option2,Zone1,response_button_text,791.7549999983748,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
28,1551373107132,28/02/2019 16:58:27,1551373106097,0,28/02/2019 16:58:26,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,3,option3,Zone1,response_button_text,903.5399999993388,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
29,1551373108400,28/02/2019 16:58:28,1551373107369,0,28/02/2019 16:58:27,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,4,option4,Zone1,response_button_text,1247.2899999993388,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
30,1551373109164,28/02/2019 16:58:29,1551373108180,0,28/02/2019 16:58:28,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,5,option5,Zone1,response_button_text,773.7249999918276,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
31,1551373109920,28/02/2019 16:58:29,1551373108932,0,28/02/2019 16:58:28,6235,13,task-iyjb,,2241954,BLIND,610688,Faces,complete,,5c780d8af066ff001568cfda,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x720,1280x578,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,6,option6,Zone1,response_button_text,724.7449999995297,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
