Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-l5qr,checkpoint-yh8g,checkpoint-32xf,checkpoint-r79k,checkpoint-vhwm,branch-jtmv,branch-dn75,branch-6kna,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,randomise_trials,display,ANSWER,rand_female_face1,rand_female_face2,rand_female_face3,rand_female_face4,rand_female_face5,rand_female_face6,rand_female_face7,rand_female_face8,chosen face,not chosen face,image_female,Participant_preference,face_rating,random number,fixation_times
29,1551370512215,28/02/2019 16:15:12,1551370512150,0,28/02/2019 16:15:12,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,4,option4,Zone1,response_button_text,1014.1900000162423,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
30,1551370513858,28/02/2019 16:15:13,1551370513799,0,28/02/2019 16:15:13,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,5,option5,choice,response_button_image,1638.3650000207126,Google_1_Claudia Dube_9_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
31,1551370514981,28/02/2019 16:15:14,1551370514942,0,28/02/2019 16:15:14,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,13,grey5,Zone1,continue_button,1137.8800000529736,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
32,1551370515543,28/02/2019 16:15:15,1551370515478,0,28/02/2019 16:15:15,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,14,grey6,Zone1,continue_button,529.2299999855459,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
33,1551370516434,28/02/2019 16:15:16,1551370516399,0,28/02/2019 16:15:16,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,15,grey7,Zone1,continue_button,914.2500000307336,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
34,1551370516499,28/02/2019 16:15:16,1551370516451,0,28/02/2019 16:15:16,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
35,1551370518986,28/02/2019 16:15:18,1551370518959,0,28/02/2019 16:15:18,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_endValue,2507.385000004433,65,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
36,1551370519033,28/02/2019 16:15:19,1551370518959,0,28/02/2019 16:15:18,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,Zone4,continue_button,2507.385000004433,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
37,1551370520017,28/02/2019 16:15:20,1551370519966,0,28/02/2019 16:15:19,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,17,next sequence?,advancementZone,continue_button,1002.3049999726936,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
38,1551370525317,28/02/2019 16:15:25,1551370525271,0,28/02/2019 16:15:25,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,1,option1,choice,response_button_image,4957.09500007797,Audrey_Bender_1_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
39,1551370527220,28/02/2019 16:15:27,1551370526479,0,28/02/2019 16:15:26,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,9,grey1,Zone1,continue_button,1202.7549999766052,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
40,1551370527472,28/02/2019 16:15:27,1551370526871,0,28/02/2019 16:15:26,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,10,grey2,Zone1,continue_button,386.50999998208135,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
41,1551370527472,28/02/2019 16:15:27,1551370527199,0,28/02/2019 16:15:27,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,11,grey3,Zone1,continue_button,323.5799999674782,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
42,1551370528394,28/02/2019 16:15:28,1551370527446,0,28/02/2019 16:15:27,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,12,grey4,Zone1,continue_button,243.06000000797212,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
43,1551370529533,28/02/2019 16:15:29,1551370527759,0,28/02/2019 16:15:27,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,13,grey5,Zone1,continue_button,307.26999999023974,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
44,1551370529533,28/02/2019 16:15:29,1551370528239,0,28/02/2019 16:15:28,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,14,grey6,Zone1,continue_button,475.6399999605492,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
45,1551370529533,28/02/2019 16:15:29,1551370528982,0,28/02/2019 16:15:28,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,15,grey7,Zone1,continue_button,739.4300000742078,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
46,1551370529533,28/02/2019 16:15:29,1551370529035,0,28/02/2019 16:15:29,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
47,1551370533314,28/02/2019 16:15:33,1551370533174,0,28/02/2019 16:15:33,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_endValue,4140.039999969304,76,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
48,1551370533455,28/02/2019 16:15:33,1551370533175,0,28/02/2019 16:15:33,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,Zone4,continue_button,4140.039999969304,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
49,1551370534861,28/02/2019 16:15:34,1551370534287,0,28/02/2019 16:15:34,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,17,next sequence?,advancementZone,continue_button,1107.4200000148267,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
50,1551370537911,28/02/2019 16:15:37,1551370537839,0,28/02/2019 16:15:37,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,1,option1,choice,response_button_image,2212.249999982305,Google_1_William Munguia_19_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
51,1551370539689,28/02/2019 16:15:39,1551370539399,0,28/02/2019 16:15:39,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,9,grey1,Zone1,continue_button,1552.4200000800192,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
52,1551370539877,28/02/2019 16:15:39,1551370539663,0,28/02/2019 16:15:39,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,10,grey2,Zone1,continue_button,258.87999997939914,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
53,1551370540051,28/02/2019 16:15:40,1551370539855,0,28/02/2019 16:15:39,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,11,grey3,Zone1,continue_button,187.26000003516674,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
54,1551370540220,28/02/2019 16:15:40,1551370540055,0,28/02/2019 16:15:40,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,12,grey4,Zone1,continue_button,195.83500002045184,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
55,1551370540426,28/02/2019 16:15:40,1551370540303,0,28/02/2019 16:15:40,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,13,grey5,Zone1,continue_button,243.61499992664903,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
56,1551370542567,28/02/2019 16:15:42,1551370540711,0,28/02/2019 16:15:40,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,14,grey6,Zone1,continue_button,401.25500003341585,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
57,1551370542833,28/02/2019 16:15:42,1551370541703,0,28/02/2019 16:15:41,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,15,grey7,Zone1,continue_button,986.4300000481308,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
58,1551370542833,28/02/2019 16:15:42,1551370541755,0,28/02/2019 16:15:41,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
59,1551370544189,28/02/2019 16:15:44,1551370543318,0,28/02/2019 16:15:43,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_endValue,1563.7700000079349,88,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
60,1551370544693,28/02/2019 16:15:44,1551370543319,0,28/02/2019 16:15:43,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,Zone4,continue_button,1563.7700000079349,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
61,1551370545519,28/02/2019 16:15:45,1551370544527,0,28/02/2019 16:15:44,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,17,next sequence?,advancementZone,continue_button,1202.6499999919906,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
