Subject,BestFitModel,NPositions,LinIntercept,LinSlope,LinSlopeStd,LinR2,LinBIC,QuadIntercept,QuadSlope,QuadTerm,QuadR2,QuadBIC,QuadAdvBIC,QuadAdvR2
13,Cost-to-sample,7,5.84693098089334,-0.658849262885608,-0.999999016363434,0.999998032727837,-84.2177911449281,5.84653006626877,-0.658581986469226,-3.34095520478285e-05,0.999998040442014,-82.2993837416647,-1.91840740326336,7.71417651979078e-09
15,Cost-to-sample,7,-58.3346216539405,-0.00567466740272517,-0.873712195123786,0.763372999906681,-67.007357686753,-58.3542107220817,0.00738471135805331,-0.00163242234509657,0.952887431472143,-76.3590642802103,9.35170659345732,0.189514431565462
16,Biased-prior,7,0.734355486282944,-0.015043928316632,-0.510416732692037,0.260525241012016,-37.8563676338881,0.574492424433305,0.0915314462497943,-0.0133219218208033,0.87341492530675,-48.2656362626505,10.4092686287624,0.612889684294734
17,Biased-prior,7,0.855892502869319,-0.00608398704513097,-0.329862897660801,0.10880953125318,-43.112734967217,0.753140754950673,0.0624171782339663,-0.00856264565988717,0.755397437945077,-50.2172891543351,7.10455418711809,0.646587906691897
18,Biased-prior,7,0.967866324556212,-0.0361917186313188,-0.8845767754446,0.78247607165597,-41.8301499010085,0.838385150314238,0.0501290641966638,-0.0107900978534978,0.99112909070859,-62.2809606415795,20.450810740571,0.20865301905262
19,Biased-prior,7,0.93170780638834,-0.0197956750081624,-0.666331991249443,0.443998322562452,-39.7415506734201,0.791243977412477,0.0738468776424134,-0.011705319081322,0.909722159995847,-50.5207955198956,10.7792448464755,0.465723837433395
20,Biased-prior,7,0.897744445475615,-0.0329631612613627,-0.846545262696766,0.716638881794339,-40.6721740977737,0.758180425554289,0.0600795186861883,-0.0116303349934439,0.984277241863286,-58.9675542113614,18.2953801135877,0.267638360068947
21,Biased-prior,7,0.740639958604514,0.0135890342282198,0.911991464865095,0.831728431986771,-57.7684966609315,0.717175979016139,0.0292316872871365,-0.0019553316323646,0.883389867489349,-58.3897873767191,0.621290715787566,0.051661435502578
22,Cost-to-sample,7,1.51027158453147,-0.105808868428296,-0.995865672239438,0.99174843714491,-51.3732803900677,1.45204179406459,-0.0669890081170411,-0.00485248253890687,0.998006019908902,-59.3692597671181,7.99597937705032,0.00625758276399213
23,Biased-prior,7,0.865668610142935,-0.024318992085105,-0.69223814523183,0.479193649714006,-37.8521720816237,0.700571856906023,0.0857455100728368,-0.0137580627697427,0.939297363956746,-50.9520000499488,13.099827968325,0.460103714242739
24,Biased-prior,7,0.870355589477274,-0.0326840280782661,-0.830898910784758,0.690392999943299,-39.9099825351953,0.722441569221993,0.0659253187585879,-0.0123261683546068,0.984972604283055,-59.1420742313951,19.2320916961998,0.294579604339757
25,Biased-prior,7,0.687726431713867,-0.0980271769055318,-0.999652675925619,0.999305472485251,-69.8203545692839,0.695372252813089,-0.10312439097168,0.000637151758268482,0.999432124557858,-69.2837521578955,-0.536602411388429,0.000126652072607314
26,Cost-to-sample,7,258.683739532732,-32.2836758516176,-0.999999998062902,0.999999996125805,-73.342751369222,258.673222144427,-32.2766642594145,-0.000876449025387943,0.999999998336907,-77.3164501401325,3.97369877091045,2.21110119102974e-09
27,Biased-prior,7,0.829862165196302,0.010892963297923,0.809996156349128,0.656093773300351,-54.2005978320154,0.792955128907048,0.0354976541574256,-0.00307558635743783,0.813003888667808,-56.5196560954582,2.31905826344274,0.156910115367457
28,Biased-prior,7,0.861861352139313,-0.0772659401486662,-0.967954343372479,0.93693561085365,-41.1403558769109,0.727905534701547,0.0120379381431782,-0.0111629847864806,0.995605528636154,-57.8411088101558,16.7007529332449,0.0586699177825047
29,Biased-prior,7,0.736684089086541,0.0121840328736848,0.867484021593494,0.752528527720009,-55.8959298506308,0.7056948725308,0.0328435105775124,-0.00258243471297847,0.853947872518121,-57.641341715798,1.74541186516716,0.101419344798113
30,Cost-to-sample,7,1.40910667459308,-0.101912715762671,-0.992213246735827,0.984487126998054,-47.4282133998618,1.3271101437178,-0.0472483618458147,-0.0068330442396071,0.997764220444448,-59.0418648874828,11.613651487621,0.0132770934463946
32,Biased-prior,7,0.769666366632245,-0.0626235365970522,-0.949527752119645,0.901602952045388,-40.6988604365364,0.629631517149191,0.0307330297249839,-0.0116695707902545,0.99552578097199,-60.3877031861966,19.6888427496602,0.0939228289266025
