Subject,BestFitModel,Source,NObs,MeanStop,LTM_Intercept,LTM_Slope,LTM_Beta,LTM_NLL,LTM_BIC,LTM_Converged,ITM_Beta,ITM_NLL,ITM_BIC,ITM_Converged,LTM_T1,LTM_T2,LTM_T3,LTM_T4,LTM_T5,LTM_T6,LTM_T7,ITM_T1,ITM_T2,ITM_T3,ITM_T4,ITM_T5,ITM_T6,ITM_T7,LinearAdvantageBIC,DeltaNLL_ITMminusLTM
10,Cost-to-sample,Participants,243,0.0452674897119342,5,0.281459219455288,0.535466346604803,44.9591416874723,106.397467704966,1,0.932002774874204,40.2445957763736,124.433683099472,1,5,5.28145921945529,5.56291843891057,5.84437765836586,6.12583687782115,6.40729609727644,6.68875531673172,2.01457264115317,4.99959364444543,4.97501536124607,4.96716105890889,3.59438289247599,2.98508055087462,4.24678082580723,18.0362153945053,-4.71454591109871
10,Cost-to-sample,Winning model,280,0.100611237003828,5,-0.553715136915975,0.759162206691868,83.0028443036284,182.910057416765,1,0.651465309594077,80.1945341794588,205.467385184272,1,5,4.44628486308402,3.89256972616805,3.33885458925207,2.7851394523361,2.23142431542012,1.67770917850415,4.99999999999981,5,5,4.85883622515851,3.81635794718283,2.50109735170823,1.36455419988724,22.557327767507,-2.80831012416959
11,Biased-prior,Participants,201,0.17910447761194,2.21397797017483,-0.32452292078242,2.1955308291498,51.1137193994034,118.137353522984,1,2.52754965410085,47.0236370899576,136.473713444388,1,2.21397797017483,1.88945504939241,1.56493212860999,1.24040920782757,0.915886287045154,0.591363366262734,0.266840445480314,1.70388977762773,2.26740122278114,1.66990577120485,0.979370228794142,0.874959071723532,1.0474910512118,-0.124254263488094,18.3363599214039,-4.09008230944577
11,Biased-prior,Winning model,280,0.205237023511235,2.50457577837869,-0.371416306080264,1.62646687490013,94.2807443097776,205.465857429063,1,1.62368171670832,94.1440614981101,233.366439821574,1,2.50457577837869,2.13315947229842,1.76174316621816,1.39032686013789,1.01891055405763,0.647494247977365,0.276077941897101,2.51437727034916,2.09551825511076,1.70151545931527,1.48042500629311,1.00956153499702,0.719205560339052,0.215116266643536,27.9005823925113,-0.136682811667484
12,Biased-prior,Participants,46,0.847826086956522,-3.00723479074225,3,1.22143478967634,7.05608594109497,25.5980960716572,1,0.769170948915997,5.34960874705701,41.3283486660268,1,-3.00723479074225,-0.0072347907422472,2.99276520925775,5.99276520925775,8.99276520925775,11.9927652092578,14.9927652092578,-5,5,5,5,5,4.99999999999989,5,15.7302525943696,-1.70647719403796
12,Biased-prior,Winning model,280,0.82078022081201,-4.99999999999997,-0.217686967254291,0.271413614945286,130.576297334303,278.056963478114,1,0.344399407466838,130.486261382745,306.050839590844,1,-4.99999999999997,-5.21768696725426,-5.43537393450855,-5.65306090176284,-5.87074786901713,-6.08843483627142,-6.30612180352571,-4.6834835185127,-4.07305684222187,-4.18222659646692,-4.15089552929124,-4.1321553969665,-4.97942390233679,-4.99995081355201,27.9938761127293,-0.090035951558491
13,Cost-to-sample,Participants,213,0.122065727699531,4.99999999999998,-0.403171968451204,0.540457098648009,75.442394134612,166.968664766352,1,0.743105904723818,70.1181031345593,183.126543594794,1,4.99999999999998,4.59682803154878,4.19365606309757,3.79048409464637,3.38731212619516,2.98414015774396,2.58096818929276,2.35974315556013,4.99999218400715,4.97075159239701,3.36238411981379,2.19230266014765,1.86243077774745,2.01095217187326,16.1578788284416,-5.32429100005277
13,Cost-to-sample,Winning model,280,0.171419112670664,5,-0.659311025687209,0.612627106366632,115.067880516905,247.040129843317,1,0.542101037694142,114.426052535961,273.930421897277,1,5,4.34068897431279,3.68137794862558,3.02206692293837,2.36275589725116,1.70344487156395,1.04413384587674,5,4.99999999999928,4.51649291846517,3.60837872089368,2.80127539774013,1.82409879958782,0.959564679634341,26.8902920539597,-0.641827980943276
15,Cost-to-sample,Winning model,280,1,-1.94132012241058,-0.152941392148813,81.3631081999583,2.80000002806933e-06,16.9043744095078,1,81.3631081999583,2.80000002806933e-06,45.0783224253541,1,-1.94132012241058,-2.09426151455939,-2.2472029067082,-2.40014429885702,-2.55308569100583,-2.70602708315464,-2.85896847530346,-1.94132012241058,-2.09426151455939,-2.2472029067082,-2.40014429885702,-2.55308569100583,-2.70602708315464,-2.85896847530346,28.1739480158462,0
16,Biased-prior,Participants,211,0.123222748815166,3.3087757739092,-0.291105137125926,0.931368791898336,61.8474366037222,139.750447607873,1,0.952998086357362,60.8058582261352,164.426581520079,1,3.3087757739092,3.01767063678327,2.72656549965735,2.43546036253142,2.1443552254055,1.85325008827957,1.56214495115365,3.33539370136996,2.60183873837294,2.83063709311222,2.55724156743829,2.02812683485455,2.48001711236102,1.01047158071943,24.6761339122064,-1.04157837758697
16,Biased-prior,Winning model,280,0.15279441043927,4.99999999999995,-0.59657622648745,0.643489958619458,101.654137590743,220.212643990994,1,0.632167797818099,101.487455885988,248.05322859733,1,4.99999999999995,4.4034237735125,3.80684754702505,3.2102713205376,2.61369509405015,2.0171188675627,1.42054264107525,4.93520959474207,4.3870318339655,3.78491210716376,3.51631734885697,2.8593940729769,2.08889687469297,1.26590885291899,27.8405846063359,-0.166681704755192
17,Biased-prior,Participants,202,0.138613861386139,2.49164961923118,-0.2649277497192,1.34097137648801,65.6902327428244,147.305268577852,1,1.41220155154216,64.3681503391326,171.202442257475,1,2.49164961923118,2.22672186951198,1.96179411979278,1.69686637007358,1.43193862035438,1.16701087063518,0.902083120915976,2.50751919201557,1.98731495280951,1.64556022564269,2.05371577175623,1.35652490076193,1.50287942860855,0.529123922702911,23.8971736796223,-1.32208240369188
17,Biased-prior,Winning model,280,0.165781864640425,3.29472548568588,-0.383166978598982,0.92603365314165,107.733013796538,232.370396402583,1,0.942909474786485,107.188873478344,259.456063782041,1,3.29472548568588,2.9115585070869,2.52839152848792,2.14522454988893,1.76205757128995,1.37889059269097,0.995723614091989,3.66375916181682,2.64497741931919,2.21184342375599,2.10179374845666,1.86048985971731,1.54934923343788,0.868556150103294,27.0856673794586,-0.54414031819384
18,Biased-prior,Participants,143,0.244755244755245,0.932171976120279,-0.0125191796004578,3.2593229558427,53.8635571608921,122.615648212564,1,3.35464673616175,46.5787792880414,132.860315618162,1,0.932171976120279,0.919652796519821,0.907133616919364,0.894614437318906,0.882095257718448,0.86957607811799,0.857056898517532,0.746670543854793,1.10735047963366,0.918396471244654,1.43462893325371,1.365691275733,0.653149643383415,0.3384556145263,10.2446674055981,-7.2847778728507
