Subject,Sequence,Model,BestFitModel,NPoints,LinearSlope,LinearR2,LinearBIC,QuadTerm,QuadR2,QuadBIC,DeltaBIC_QuadMinusLinear
6,35,Biased-prior,Cut off,7,0.0116472213541147,0.887138020703864,-63.1745905721916,-0.0010552750767535,0.908985390063458,-62.7346996765236,0.439890895668007
6,35,Cost-to-sample,Cut off,7,-1.2334348927266,0.999984614682947,-61.0414498438609,0.00117314294899689,0.99998732852134,-60.4539591583777,0.587490685483225
6,36,Biased-prior,Cut off,7,0.00925587284923,0.602823976892069,-54.8797972761369,-0.00247730610959988,0.732373661495255,-55.6974018478249,-0.817604571688015
6,36,Cost-to-sample,Cut off,7,-1.24770870895446,0.999892864843439,-47.2949811041019,-0.00550055091633587,0.999951163787591,-50.8484045679834,-3.55342346388149
6,37,Biased-prior,Cut off,2,0.00955302131996669,1,-72.0873067782343,NaN,NaN,NaN,NaN
6,37,Cost-to-sample,Cut off,2,-1.25077057356676,1,-72.0873067782343,NaN,NaN,NaN,NaN
6,38,Biased-prior,Cut off,7,0.00415030558992358,0.883752764278201,-77.3873520901729,-0.000497728457147041,0.921883644698635,-78.2240806507088,-0.836728560535931
6,38,Cost-to-sample,Cut off,7,-1.23608048778916,0.999746381084732,-41.3928512038273,0.00896636934571401,0.999904197016084,-46.2617138794955,-4.86886267566819
6,39,Biased-prior,Cut off,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,39,Cost-to-sample,Cut off,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,40,Biased-prior,Cut off,7,0.00858905370965836,0.938586523495457,-72.0930733561544,-0.000934105831609278,0.97189057723486,-75.6178343449505,-3.52476098879606
6,40,Cost-to-sample,Cut off,7,-1.2266919086999,0.999949519412677,-52.8007231616489,-0.0023189219803694,0.999960239556296,-52.5258271940978,0.274895967551146
7,1,Biased-prior,Cost-to-sample,2,0.0189054454758183,1,-72.0873067782343,NaN,NaN,NaN,NaN
7,1,Cost-to-sample,Cost-to-sample,2,-33.1444312663556,1,-72.0873067782343,NaN,NaN,NaN,NaN
7,2,Biased-prior,Cost-to-sample,4,0.0153411642925728,0.98936831627097,-47.8854741717683,-0.0017733579673582,0.999944382563958,-67.5115682222642,-19.6260940504959
7,2,Cost-to-sample,Cost-to-sample,4,-33.1715795849978,0.999999921200231,-33.7467120632335,-0.00198243987383387,0.999999924057543,-32.5081543394592,1.23855772377422
7,3,Biased-prior,Cost-to-sample,7,-0.0173734750918857,0.282732316690729,-36.6268286024315,-0.0151559395631056,0.928221611654352,-50.793978186086,-14.1671495836545
7,3,Cost-to-sample,Cost-to-sample,7,-33.1832948807194,0.99999992971294,-52.6702133494265,-0.00301462773765058,0.99999995447288,-53.7642598752123,-1.09404652578574
7,4,Biased-prior,Cost-to-sample,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,4,Cost-to-sample,Cost-to-sample,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,5,Biased-prior,Cost-to-sample,3,0.00842574730736184,0.988286210318039,-40.9835661478218,-0.00158882622950703,1,-108.130960167351,-67.1473940195297
7,5,Cost-to-sample,Cost-to-sample,3,-33.197053569096,0.999999996214997,-36.1810616983836,-0.00353747406475672,1,-108.130960167351,-71.9498984689678
7,6,Biased-prior,Cost-to-sample,4,0.0145949670278151,0.989978256176937,-48.5231688017825,-0.00164171798435573,0.999999151324397,-84.6432370515672,-36.1200682497847
7,6,Cost-to-sample,Cost-to-sample,4,-33.1963128221721,0.999999981299915,-39.4942775361837,0.00227256335697973,0.999999985049146,-39.0030219417986,0.491255594385088
7,7,Biased-prior,Cost-to-sample,3,0.0224631379359511,0.998773925436389,-41.9025809040992,-0.001363188440165,1,-108.130960167351,-66.2283792632522
7,7,Cost-to-sample,Cost-to-sample,3,-33.1523709796379,0.999999993342211,-34.494920551963,0.00468533049214284,1,-108.130960167351,-73.6360396153885
7,8,Biased-prior,Cost-to-sample,4,0.0217350597636553,0.997883142684651,-51.5882807417941,0.00109005476927322,0.999891054496584,-62.069346704124,-10.4810659623299
7,8,Cost-to-sample,Cost-to-sample,4,-33.1386101053981,0.999999999449586,-53.6106480196286,0.000807326291755491,0.999999999924396,-60.1649971352484,-6.55434911561979
7,9,Biased-prior,Cost-to-sample,4,0.020091010252241,0.996806921249988,-50.5689856521517,-0.00119267879089536,0.999617168127971,-57.6672710484869,-7.09828539633513
7,9,Cost-to-sample,Cost-to-sample,4,-33.1697400205691,0.999999993328856,-43.6236310506842,0.00293781614472839,0.999999999604454,-53.5384523663507,-9.91482131566656
7,10,Biased-prior,Cost-to-sample,5,0.00646425309386047,0.28205036469594,-39.0584974760712,-0.00763270880085696,0.832573259443337,-44.7283272385958,-5.6698297625246
7,10,Cost-to-sample,Cost-to-sample,5,-33.1788584236444,0.999999848098432,-36.7964242392143,-0.00721309082709894,0.999999914266414,-38.0469267525369,-1.2505025133226
7,11,Biased-prior,Cost-to-sample,4,0.0249023901036202,0.996946031061804,-49.0301874137862,0.00150267559356656,0.999850120829779,-59.7013645616555,-10.6711771478693
7,11,Cost-to-sample,Cost-to-sample,4,-33.1322709202762,0.999999999348688,-52.9389057604355,0.000937140473026725,0.999999999988713,-67.7740586203567,-14.8351528599212
7,12,Biased-prior,Cost-to-sample,3,0.0140444184483271,0.999875082382555,-51.5755456194338,-0.000271896339866066,1,-108.130960167351,-56.5554145479177
7,12,Cost-to-sample,Cost-to-sample,3,-33.1783307968634,0.99999993506485,-27.657418948432,0.0146438442055201,1,-108.130960167351,-80.4735412189195
7,13,Biased-prior,Cost-to-sample,4,0.0140643418663886,0.929332206771698,-40.7536434887312,-0.00405285681130239,0.991069085239587,-47.6412335330846,-6.88759004435344
7,13,Cost-to-sample,Cost-to-sample,4,-33.1731974270965,0.99999998472701,-40.3096186625851,-0.0022798082944306,0.999999988505445,-40.0601741705802,0.249444492004876
7,14,Biased-prior,Cost-to-sample,5,0.031003948039478,0.984195427673012,-48.709421520967,0.00321802453060775,0.999039534759381,-61.1031674696353,-12.3937459486683
7,14,Cost-to-sample,Cost-to-sample,5,-33.1288100673619,0.999999997153369,-56.6970028007299,-0.00113921880472519,0.999999998808874,-59.4437519253572,-2.74674912462721
7,15,Biased-prior,Cost-to-sample,5,0.0221018872614887,0.976137645228486,-49.9928185660931,-0.00203347746805925,0.987705667286721,-51.6991991626502,-1.70638059655708
7,15,Cost-to-sample,Cost-to-sample,5,-33.1621726173585,0.999999505008627,-30.8949148425817,-0.0175437681195034,0.999999896829553,-37.1262663861875,-6.23135154360578
7,16,Biased-prior,Cost-to-sample,5,0.0246191343039771,0.99510147211235,-56.9272514093276,0.0014135562261259,0.999694256155534,-69.1875253272672,-12.2602739179396
7,16,Cost-to-sample,Cost-to-sample,5,-33.1738490598249,0.999999860810737,-37.2349248518188,0.00105442691968866,0.999999862225127,-35.676555010832,1.55836984098683
7,17,Biased-prior,Cost-to-sample,4,0.0120022362124822,0.814083153232175,-37.6231874417015,-0.00611501623401592,0.983138785239265,-45.8380271346614,-8.21483969295991
7,17,Cost-to-sample,Cost-to-sample,4,-33.1868488768953,0.999999829417045,-30.6537834375634,-0.0140332393115606,0.999999972462394,-36.5621656681455,-5.90838223058203
7,18,Biased-prior,Cost-to-sample,3,0.0233195365160962,0.999913112581357,-49.6223847769751,0.000376511163413218,1,-108.130960167351,-58.5085753903764
7,18,Cost-to-sample,Cost-to-sample,3,-33.1429634686112,0.999999953988341,-28.6973010790308,-0.0123136249395931,1,-108.130960167351,-79.4336590883207
7,19,Biased-prior,Cost-to-sample,4,0.0211415505378316,0.999024218021199,-54.9121371951239,-0.000689798912840724,0.999875037341447,-61.7467397059415,-6.83460251081763
7,19,Cost-to-sample,Cost-to-sample,4,-33.1815020174144,0.99999994434979,-35.1356164019374,0.00875122191926429,0.99999999999596,-71.8716580827216,-36.7360416807842
7,20,Biased-prior,Cost-to-sample,5,0.00629704859774648,0.212269292901979,-37.4356277360342,-0.00941093322415736,0.876022301497639,-45.0714627763339,-7.6358350402997
7,20,Cost-to-sample,Cost-to-sample,5,-33.1608151857664,0.99999994892599,-42.251649284055,-0.00287995155366295,0.999999959485602,-41.8003031346422,0.451346149412814
7,21,Biased-prior,Cost-to-sample,4,0.0177671766893678,0.996473814080644,-51.1540815167121,-0.00106241701341089,0.999324235471987,-56.3762967782711,-5.22221526155894
7,21,Cost-to-sample,Cost-to-sample,4,-33.1615187186696,0.999999963977366,-36.880189400921,0.00633574480460436,0.999999993179629,-42.1508291238609,-5.27063972293988
7,22,Biased-prior,Cost-to-sample,3,0.0210981350101226,0.999984407814678,-55.3767698836581,0.000144298419501142,1,-108.130960167351,-52.7541902836933
7,22,Cost-to-sample,Cost-to-sample,3,-33.1788658189131,0.999999538560293,-21.77443406719,0.0390372975523317,1,-108.130960167351,-86.3565261001615
7,23,Biased-prior,Cost-to-sample,4,0.00722297235693779,0.877523057850851,-43.6554686759159,-0.00301353192950918,0.999722215712542,-66.6245070979983,-22.9690384220824
7,23,Cost-to-sample,Cost-to-sample,4,-33.1956084874463,0.999999460840358,-26.0485106893805,-0.0261523903716994,0.999999957376958,-34.8126831542833,-8.76417246490275
7,24,Biased-prior,Cost-to-sample,4,0.0227953694208342,0.999288665466913,-55.575044508286,-0.000400903191490025,0.999535932777956,-55.8972037991301,-0.322159290844063
7,24,Cost-to-sample,Cost-to-sample,4,-33.1685071821306,0.99999995404518,-35.9044585299542,-0.00708000554001695,0.999999990495833,-40.8218778255414,-4.91741929558719
7,25,Biased-prior,Cost-to-sample,5,0.0237999644092466,0.989134968967088,-53.2525068220798,-0.00126564897066621,0.993051102723125,-53.8779013503542,-0.625394528274384
7,25,Cost-to-sample,Cost-to-sample,5,-33.1611860174289,0.999999225832642,-28.6589722495889,-0.0214699398619694,0.99999981268553,-34.1445303875847,-5.48555813799583
7,26,Biased-prior,Cost-to-sample,5,0.00812083285113702,0.723708734761803,-46.2632808606961,-0.00415006136931575,0.988314769455269,-60.4694925499389,-14.2062116892428
7,26,Cost-to-sample,Cost-to-sample,5,-33.1773453050622,0.999999920032721,-40.004956614454,0.00792876943436484,0.999999999989688,-83.1757762843913,-43.1708196699373
7,27,Biased-prior,Cost-to-sample,3,0.022135777680623,0.994329933869465,-37.3831361146111,-0.00289523764395833,1,-108.130960167351,-70.7478240527403
7,27,Cost-to-sample,Cost-to-sample,3,-33.1780519788658,0.999999999576716,-42.7567755965379,-0.00118229872448226,1,-108.130960167351,-65.3741845708136
7,28,Biased-prior,Cost-to-sample,3,0.018381059409317,0.99979854487149,-48.5270051335562,-0.000451922620324109,1,-108.130960167351,-59.6039550337953
7,28,Cost-to-sample,Cost-to-sample,3,-33.1802087444622,0.999999868358679,-25.5370035215599,0.0208514320127655,1,-108.130960167351,-82.5939566457916
7,29,Biased-prior,Cost-to-sample,4,0.0187638930940797,0.999673212309689,-60.2448958476702,0.000378612149338356,0.999998817436044,-81.3451045660159,-21.1002087183457
7,29,Cost-to-sample,Cost-to-sample,4,-33.1683459597749,0.999999765707048,-29.388842541562,-0.0167558820644579,0.999999969869958,-36.2067461849864,-6.81790364342439
7,30,Biased-prior,Cost-to-sample,4,0.0197652902807728,0.990042111061762,-46.1229897724285,-0.00211111121690196,0.999077762876324,-54.2539674097097,-8.13097763728122
7,30,Cost-to-sample,Cost-to-sample,4,-33.1964855048775,0.999999947512543,-35.3660511763815,0.00845602727204309,0.999999999421045,-52.0081755122787,-16.6421243358973
7,31,Biased-prior,Cost-to-sample,2,0.0253140424797085,1,-72.0873067782343,NaN,NaN,NaN,NaN
7,31,Cost-to-sample,Cost-to-sample,2,-33.1243856875952,1,-72.0873067782343,NaN,NaN,NaN,NaN
7,32,Biased-prior,Cost-to-sample,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,32,Cost-to-sample,Cost-to-sample,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,33,Biased-prior,Cost-to-sample,4,0.0172401455647484,0.971719971136677,-42.9666008583544,-0.00321518449360998,0.99875713020042,-54.0792377033595,-11.1126368450051
7,33,Cost-to-sample,Cost-to-sample,4,-33.1635222761354,0.999999886621809,-32.2933793793053,-0.00930157153440066,0.999999949555224,-34.146484431242,-1.85310505193672
7,34,Biased-prior,Cost-to-sample,4,0.0202717575412231,0.998368113213135,-53.1885907020379,-0.000910425941260263,0.999979082014697,-69.2298276712858,-16.0412369692479
7,34,Cost-to-sample,Cost-to-sample,4,-33.1377481305693,0.999999977473377,-38.7637244484445,0.00555588062460668,0.999999999961324,-62.8463416867208,-24.0826172382762
7,35,Biased-prior,Cost-to-sample,4,0.0209430531951484,0.999628149992753,-58.8490155798221,0.000310065692090732,0.999803439493351,-60.0128022620965,-1.16378668227441
7,35,Cost-to-sample,Cost-to-sample,4,-33.1806668545658,0.999999790751986,-29.8380796567326,-0.00773193076306046,0.999999834192564,-29.3825577917293,0.455521865003274
7,36,Biased-prior,Cost-to-sample,4,0.0232123093063966,0.999823463189891,-61.0066359925291,-5.55958160299595e-05,0.999828051585248,-59.7256812029721,1.28095478955706
7,36,Cost-to-sample,Cost-to-sample,4,-33.1565499810303,0.999999999621543,-55.104593281318,-0.000667047421980506,0.999999999945334,-61.4577618523737,-6.35316857105568
7,37,Biased-prior,Cost-to-sample,5,-0.00246658262252172,0.0436752237658091,-37.9330216719675,-0.00889294882990948,0.838485413336325,-45.2160943643811,-7.28307269241363
7,37,Cost-to-sample,Cost-to-sample,5,-33.1941614923221,0.999999897849515,-38.77574156858,-0.00434105629997989,0.999999921793444,-38.5017716200879,0.273969948492024
7,38,Biased-prior,Cost-to-sample,4,0.0211395456691653,0.999787451791152,-61.0122320323206,-0.000252096634460494,0.999901198925923,-62.6901790787234,-1.67794704640276
7,38,Cost-to-sample,Cost-to-sample,4,-33.1690669188498,0.999999623717417,-27.4935954868797,0.00204058424384676,0.999999626745253,-26.1396181567086,1.35397733017107
7,39,Biased-prior,Cost-to-sample,5,0.0141305911405023,0.885726459888211,-46.1485863354902,-0.00381224565749315,0.975980936113225,-52.3378844493817,-6.18929811389151
7,39,Cost-to-sample,Cost-to-sample,5,-33.1971932018271,0.999999714979363,-33.6442547922925,-0.00227990275377324,0.999999721582615,-32.1520179452691,1.49223684702336
7,40,Biased-prior,Cost-to-sample,5,0.0137766412102655,0.823920674990452,-43.8788944079236,-0.00519016480776691,0.987635888053866,-55.5501391222445,-11.6712447143209
7,40,Cost-to-sample,Cost-to-sample,5,-33.192521095726,0.999999194783466,-28.4529114690078,-0.0193704786490172,0.999999671574314,-31.3274767479505,-2.87456527894277
8,1,Biased-prior,Cost-to-sample,7,-0.014761061692158,0.349537325866264,-41.0772796873784,-0.0110049821845087,0.932389352744067,-54.9787986295427,-13.9015189421643
8,1,Cost-to-sample,Cost-to-sample,7,-0.121922381396202,0.989831749182637,-47.913161783243,-0.00641005024161815,0.998039773380076,-57.4907224177638,-9.57756063452081
8,2,Biased-prior,Cost-to-sample,6,-0.0223984869942253,0.571611236468253,-37.3095429658068,-0.0127195808409244,0.964860312099249,-50.5219829457044,-13.2124399798977
8,2,Cost-to-sample,Cost-to-sample,6,-0.1128383866962,0.985009033864502,-41.2866351771303,-0.0068020355478587,0.992644982368984,-43.7672657729495,-2.48063059581925
8,3,Biased-prior,Cost-to-sample,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,3,Cost-to-sample,Cost-to-sample,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,4,Biased-prior,Cost-to-sample,4,0.00252989548036289,0.586467856408904,-45.5689858419868,-0.00230011772269636,0.974286935841909,-55.2936356852943,-9.72464984330748
8,4,Cost-to-sample,Cost-to-sample,4,-0.107699245859546,0.998469157297957,-40.0837582247842,0.00446754948580415,0.999843636143555,-47.8230156392663,-7.73925741448214
8,5,Biased-prior,Cost-to-sample,3,0.0147891553559459,0.997619704252046,-42.4167796311705,-0.0012512294266643,1,-108.130960167351,-65.7141805361809
8,5,Cost-to-sample,Cost-to-sample,3,-0.0944672901264684,0.994264599595459,-28.6422179972405,-0.0124271908402155,1,-108.130960167351,-79.488742170111
8,6,Biased-prior,Cost-to-sample,5,-0.00130215181928136,0.0492886661311285,-44.9551780545624,-0.00479403007303539,0.98459390070135,-63.9579750798023,-19.0027970252399
8,6,Cost-to-sample,Cost-to-sample,5,-0.101030985429679,0.999374502480783,-53.1203560045166,-0.000953122419974073,0.999499024023737,-52.6208641693531,0.499491835163482
8,7,Biased-prior,Cost-to-sample,7,-0.0227029096583865,0.477888763531276,-38.7782710678818,-0.0128132487940557,0.934559885843445,-51.3695774947018,-12.59130642682
8,7,Cost-to-sample,Cost-to-sample,7,-0.113577408501613,0.984131490105929,-45.7498685968468,-0.00803932123993653,0.99892356981963,-62.6387636530315,-16.8888950561847
8,8,Biased-prior,Cost-to-sample,5,0.000850300261819965,0.00362867837132186,-35.9383409687062,-0.0103708065038435,0.759341775452865,-41.4326142034564,-5.49427323475026
8,8,Cost-to-sample,Cost-to-sample,5,-0.105001612463105,0.956600239140626,-31.317842245332,-0.0164380400071313,0.989422360747164,-36.7669626449403,-5.4491203996083
8,9,Biased-prior,Cost-to-sample,7,-0.0298127695404497,0.660998647875226,-40.2578116309824,-0.0120574946243088,0.985361666876172,-60.3084246427929,-20.0506130118105
8,9,Cost-to-sample,Cost-to-sample,7,-0.111821491145738,0.991058589015839,-50.0326020306585,-0.00511658638673426,0.997283464201025,-56.426043459293,-6.39344142863457
8,10,Biased-prior,Cost-to-sample,7,-0.0291944687470782,0.480430390525489,-35.3287542518876,-0.0164085763411055,0.935724861954115,-48.0116393600528,-12.6828851081652
8,10,Cost-to-sample,Cost-to-sample,7,-0.127038269541434,0.982913309007333,-43.6554033058361,-0.00829812524703305,0.995494660703156,-51.0407497215585,-7.3853464157224
8,11,Biased-prior,Cost-to-sample,2,0.0161748088771316,1,-72.0873067782343,NaN,NaN,NaN,NaN
8,11,Cost-to-sample,Cost-to-sample,2,-0.076764720171221,1,-72.0873067782343,NaN,NaN,NaN,NaN
8,12,Biased-prior,Cost-to-sample,7,-0.0199247385669417,0.430536116617532,-39.2675745927227,-0.0124439769532526,0.93434286063313,-52.4434075766617,-13.175832983939
8,12,Cost-to-sample,Cost-to-sample,7,-0.114661023878095,0.988507213958985,-47.9063056990085,-0.00687389062745508,0.999165189078021,-64.3162824578383,-16.4099767588298
8,13,Biased-prior,Cost-to-sample,7,-0.0303180587522743,0.490676939701898,-35.0872076642242,-0.0167343163628457,0.939143506991335,-48.0132454618813,-12.9260377976571
8,13,Cost-to-sample,Cost-to-sample,7,-0.123811820599215,0.971015567011366,-40.2310986144331,-0.0116381773887595,0.996754656063862,-53.6119513732087,-13.3808527587756
8,14,Biased-prior,Cost-to-sample,7,-0.0304115134441059,0.650379183311502,-39.6501398798582,-0.0125171849782119,0.980920049207789,-58.0617074260425,-18.4115675461844
8,14,Cost-to-sample,Cost-to-sample,7,-0.117998610233356,0.997806922150097,-59.1650499989833,-0.00283470610243301,0.999534469898624,-68.0683312646905,-8.90328126570716
8,15,Biased-prior,Cost-to-sample,7,-0.0224012759546822,0.475870377971359,-38.9088875524105,-0.0130099282825161,0.957390254907764,-54.530569675416,-15.6216821230054
8,15,Cost-to-sample,Cost-to-sample,7,-0.123293078954842,0.987134395741231,-46.0905346796262,-0.00773065553892251,0.998777071104386,-60.6177854175143,-14.5272507378881
8,16,Biased-prior,Cost-to-sample,4,0.00793687740584998,0.391223426944015,-33.2560298953369,-0.0102776030884375,0.916029894910602,-39.793697460519,-6.53766756518215
8,16,Cost-to-sample,Cost-to-sample,4,-0.0961531665769825,0.93719632576084,-25.880856892386,-0.0258425192928584,0.991354383394667,-32.4264070795943,-6.54555018720828
8,17,Biased-prior,Cost-to-sample,7,-0.0314157999834599,0.544770012736668,-36.1072664421822,-0.0157409211520542,0.95506715185009,-50.3707918141291,-14.2635253719469
8,17,Cost-to-sample,Cost-to-sample,7,-0.134010353239947,0.975517748654659,-40.3369937797373,-0.012132878989772,0.999506489811989,-65.7202050030933,-25.3832112233561
8,18,Biased-prior,Cost-to-sample,4,0.0148304152530191,0.960056092620492,-42.7415002837984,-0.00333351532522938,0.998860842115038,-55.5839533722929,-12.8424530884945
8,18,Cost-to-sample,Cost-to-sample,4,-0.0955385030556646,0.990972344105095,-33.9142201235121,-0.0101467332364959,0.999914601000793,-51.1707803226292,-17.256560199117
8,19,Biased-prior,Cost-to-sample,7,-0.026503578978916,0.471841529653427,-36.4415038695751,-0.0149137321031419,0.920051016918492,-47.7116472854939,-11.2701434159188
8,19,Cost-to-sample,Cost-to-sample,7,-0.11593395626401,0.978331068228586,-43.2401837347945,-0.00811795513132483,0.992721674145793,-48.9311241243869,-5.69094038959246
8,20,Biased-prior,Cost-to-sample,5,0.0022394634082587,0.0424667800456979,-38.7523867361957,-0.00834185709258417,0.86739263990625,-47.0277879873855,-8.27540125118988
8,20,Cost-to-sample,Cost-to-sample,5,-0.107268849860374,0.986495271336351,-37.0951512586759,-0.00898706972266283,0.996189472272054,-41.8120743696236,-4.71692311094765
8,21,Biased-prior,Cost-to-sample,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,21,Cost-to-sample,Cost-to-sample,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,22,Biased-prior,Cost-to-sample,5,0.000138275332129171,0.000613100192288774,-45.1961807669856,-0.00460919334617094,0.954330969730202,-59.0153508406197,-13.8191700736341
8,22,Cost-to-sample,Cost-to-sample,5,-0.111708600637568,0.999175287347896,-50.7322564538675,-0.00135228171087432,0.999380276484189,-50.5516264856685,0.18062996819895
8,23,Biased-prior,Cost-to-sample,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,23,Cost-to-sample,Cost-to-sample,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,24,Biased-prior,Cost-to-sample,7,-0.0409976593303323,0.709877002671574,-37.3869907248193,-0.0149671581147456,0.993711337619864,-62.2619765787189,-24.8749858538996
8,24,Cost-to-sample,Cost-to-sample,7,-0.125481512360687,0.981254504209393,-43.1676234999967,-0.0098613685562699,0.999435506012473,-65.7411666692796,-22.5735431692829
8,25,Biased-prior,Cost-to-sample,7,-0.0253750252571252,0.710999258402525,-44.1416719498194,-0.00900735157508672,0.979763610498003,-60.8083894705693,-16.6667175207499
8,25,Cost-to-sample,Cost-to-sample,7,-0.115897234408776,0.99476204183492,-53.3008412128458,-0.00407591330761087,0.998453043072011,-59.8924252760381,-6.59158406319229
8,26,Biased-prior,Cost-to-sample,3,0.000596505622569864,0.0118213813204867,-30.2878412859802,-0.00944623579409207,1,-108.130960167351,-77.8431188813713
8,26,Cost-to-sample,Cost-to-sample,3,-0.102308024914229,0.98518535452917,-25.289414383149,-0.021729862877347,1,-108.130960167351,-82.8415457842024
8,27,Biased-prior,Cost-to-sample,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,27,Cost-to-sample,Cost-to-sample,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,28,Biased-prior,Cost-to-sample,5,-0.00724076561187285,0.352541114294064,-39.5562313649616,-0.00815131320103356,0.978036328188049,-54.865120889341,-15.3088895243794
8,28,Cost-to-sample,Cost-to-sample,5,-0.115748661041246,0.994346796744014,-40.7280483270763,-0.00592419201247225,0.997993431067751,-44.2975907539377,-3.56954242686144
8,29,Biased-prior,Cost-to-sample,4,0.00505528741109878,0.371032557458829,-36.5222429232151,-0.00713383698732141,0.962126713516712,-46.3752824551118,-9.85303953189677
8,29,Cost-to-sample,Cost-to-sample,4,-0.0988856669109376,0.995833827236186,-36.7514952463293,-0.00633019571325897,0.99909853598332,-41.4881327412371,-4.73663749490782
8,30,Biased-prior,Cost-to-sample,7,-0.0232681673274671,0.51003620432967,-39.3345375077515,-0.0125251799982556,0.953405745953946,-53.858607264037,-14.5240697562855
8,30,Cost-to-sample,Cost-to-sample,7,-0.109987987238461,0.992263851636659,-51.2860927449753,-0.00530788551619536,0.999196529332015,-65.1932123482528,-13.9071196032775
8,31,Biased-prior,Cost-to-sample,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,31,Cost-to-sample,Cost-to-sample,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,32,Biased-prior,Cost-to-sample,7,-0.0299962497018086,0.606528358200422,-38.5268773853044,-0.0127478635045296,0.93516293473765,-49.2028881846452,-10.6760107993409
8,32,Cost-to-sample,Cost-to-sample,7,-0.115843990080092,0.981235597609286,-44.2792289049681,-0.00877703934356323,0.99813392129507,-58.4901748916641,-14.210945986696
8,33,Biased-prior,Cost-to-sample,3,0.0152146350194012,0.975690481664997,-35.2089879477517,-0.00415962623628162,1,-108.130960167351,-72.9219722195998
8,33,Cost-to-sample,Cost-to-sample,3,-0.109520484846325,0.996613444576105,-29.3426817845854,0.0110578758097842,1,-108.130960167351,-78.7882783827661
8,34,Biased-prior,Cost-to-sample,2,0.00618026232546349,1,-72.0873067782343,NaN,NaN,NaN,NaN
8,34,Cost-to-sample,Cost-to-sample,2,-0.122637663123762,1,-72.0873067782343,NaN,NaN,NaN,NaN
8,35,Biased-prior,Cost-to-sample,7,-0.0205771935631423,0.590185559688317,-43.3272537842948,-0.00943257481093034,0.962232780642829,-58.0711843485169,-14.743930564222
8,35,Cost-to-sample,Cost-to-sample,7,-0.111582385190226,0.992239250981901,-51.0622061411104,-0.00555243050706463,0.999610017250459,-70.0514173689533,-18.9892112278429
8,36,Biased-prior,Cost-to-sample,7,-0.0167928661204584,0.398253252680316,-40.7300949466229,-0.0115114798631033,0.959680196419453,-57.7051422308709,-16.975047284248
8,36,Cost-to-sample,Cost-to-sample,7,-0.106669489564021,0.994046133262106,-53.5605998380697,-0.00413466871912061,0.998526657159831,-61.3902388317684,-7.82963899369874
8,37,Biased-prior,Cost-to-sample,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,37,Cost-to-sample,Cost-to-sample,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,38,Biased-prior,Cost-to-sample,3,0.0162161314145589,0.998933746967558,-44.2772767219028,-0.000917634386784435,1,-108.130960167351,-63.8536834454487
8,38,Cost-to-sample,Cost-to-sample,3,-0.0804857432730621,0.996155778181842,-30.8092193856469,-0.00866004556008054,1,-108.130960167351,-77.3217407817045
8,39,Biased-prior,Cost-to-sample,7,-0.0332726551145576,0.61594912367502,-37.3531159341384,-0.01431831230738,0.958145054936157,-50.9231613637397,-13.5700454296014
8,39,Cost-to-sample,Cost-to-sample,7,-0.120147427671845,0.974640868027618,-41.6131304760038,-0.00958984489827887,0.993268604478482,-48.9517152689108,-7.33858479290692
8,40,Biased-prior,Cost-to-sample,4,0.0112144841708435,0.923937535425173,-42.2475881736155,-0.00348759477905894,0.995424364082538,-52.1045306828532,-9.85694250923768
8,40,Cost-to-sample,Cost-to-sample,4,-0.102987053665666,0.98333423276656,-30.8304223063859,-0.0142046575113714,0.998299601155113,-38.5741035897724,-7.74368128338655
9,1,Biased-prior,Biased-prior,7,-0.00579379978438023,0.0626953545963064,-39.5846092602265,-0.0113923664377301,0.789901503796661,-48.106722464354,-8.52211320412747
9,1,Cost-to-sample,Biased-prior,7,-0.179309947905121,0.998492641076694,-55.9362850719206,-0.00369529032629661,0.999764838420885,-66.9952653698754,-11.0589802979548
9,2,Biased-prior,Biased-prior,7,-0.0234816748160112,0.431979690662151,-37.0091583791331,-0.0145527413338978,0.929735187907119,-49.6924505077867,-12.6832921286536
9,2,Cost-to-sample,Biased-prior,7,-0.184835893831048,0.998864140004733,-57.4947368154694,-0.00241989222103688,0.999377766122699,-59.7616318888753,-2.26689507340593
9,3,Biased-prior,Biased-prior,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
